nama_sample,ph_label,ppm_label,ntu_label,status_air,kelayakan,jenis_air,raw_ph,volt_ph,raw_tds,volt_tds,comp_volt_tds,raw_turb,volt_turb,suhu
Le Minerale,8.35,148.0,NETRAL,LAYAK,Mineral,42068.90,2.1184,11291.90,0.5686,0.5259,2093,1.6867,2.92,29.06
Le Minerale,8.35,148.0,NETRAL,LAYAK,Mineral,42068.90,2.1184,13238.00,0.6666,0.6158,2097,1.6899,2.72,29.13
Le Minerale,8.35,148.0,NETRAL,LAYAK,Mineral,42124.90,2.1212,12408.90,0.6248,0.5772,2092,1.6859,2.97,29.13
Le Minerale,8.35,148.0,NETRAL,LAYAK,Mineral,42084.90,2.1192,12036.10,0.6061,0.5605,2092,1.6859,2.97,29.06
Le Minerale,8.35,148.0,NETRAL,LAYAK,Mineral,41960.20,2.1129,13159.60,0.6626,0.6129,2093,1.6867,2.92,29.06
Le Minerale,8.35,148.0,NETRAL,LAYAK,Mineral,41790.20,2.1043,12002.50,0.6044,0.5583,2097,1.6899,2.72,29.13
Le Minerale,8.35,148.0,NETRAL,LAYAK,Mineral,41867.20,2.1082,12948.40,0.6520,0.6023,2090,1.6842,3.08,29.13
Le Minerale,8.35,148.0,NETRAL,LAYAK,Mineral,42036.90,2.1168,12740.40,0.6415,0.5933,2094,1.6875,2.87,29.06
Le Minerale,8.35,148.0,NETRAL,LAYAK,Mineral,41734.40,2.1015,12181.70,0.6134,0.5673,2117,1.7060,1.69,29.06
Cleo,8.02,6.0,NETRAL,LAYAK,Mineral,44578.20,2.2447,12490.70,0.6290,0.6055,2108,1.6988,2.15,26.94
Cleo,8.02,6.0,NETRAL,LAYAK,Mineral,44447.00,2.2381,12370.50,0.6229,0.5997,2103,1.6947,2.41,26.94
Cleo,8.02,6.0,NETRAL,LAYAK,Mineral,44528.70,2.2422,12594.40,0.6342,0.6105,2105,1.6963,2.31,26.94
Cleo,8.02,6.0,NETRAL,LAYAK,Mineral,44629.40,2.2473,11591.20,0.5837,0.5619,2107,1.6979,2.21,26.94
Cleo,8.02,6.0,NETRAL,LAYAK,Mineral,44688.60,2.2503,12978.60,0.6535,0.6292,2107,1.6979,2.21,26.94
Cleo,8.02,6.0,NETRAL,LAYAK,Mineral,44751.00,2.2534,11701.60,0.5892,0.5666,2109,1.6996,2.10,27.00
Cleo,8.02,6.0,NETRAL,LAYAK,Mineral,44701.60,2.2509,12292.10,0.6190,0.5952,2106,1.6971,2.26,27.00
Cleo,8.02,6.0,NETRAL,LAYAK,Mineral,44776.90,2.2547,12226.50,0.6157,0.5927,2116,1.7052,1.74,26.94
Cleo,8.02,6.0,NETRAL,LAYAK,Mineral,44956.10,2.2638,11928.90,0.6007,0.5776,2106,1.6971,2.26,27.00
Cleo,8.02,6.0,NETRAL,LAYAK,Mineral,44661.50,2.2489,12480.90,0.6285,0.6043,2110,1.7004,2.05,27.00
Cleo,8.02,6.0,NETRAL,LAYAK,Mineral,45020.00,2.2670,12121.00,0.6104,0.5876,2106,1.6971,2.26,26.94
Cleo,8.02,6.0,NETRAL,LAYAK,Mineral,44967.10,2.2643,12370.50,0.6229,0.5997,2111,1.7012,2.00,26.94
Cleo,8.02,6.0,NETRAL,LAYAK,Mineral,44880.90,2.2600,12412.30,0.6250,0.6010,2108,1.6988,2.15,27.00
Cleo,8.02,6.0,NETRAL,LAYAK,Mineral,44983.30,2.2651,11924.10,0.6004,0.5780,2121,1.7092,1.49,26.94
Cleo,8.02,6.0,NETRAL,LAYAK,Mineral,44960.80,2.2640,12477.90,0.6283,0.6049,2112,1.7020,1.95,26.94
Cleo,8.02,6.0,NETRAL,LAYAK,Mineral,45378.70,2.2850,12786.70,0.6439,0.6199,2107,1.6979,2.21,26.94
Cleo,8.02,6.0,NETRAL,LAYAK,Mineral,45129.00,2.2725,11063.00,0.5571,0.5363,2106,1.6971,2.26,26.94
Cleo,8.02,6.0,NETRAL,LAYAK,Mineral,44964.10,2.2642,12088.80,0.6087,0.5860,2107,1.6979,2.21,26.94
Cleo,8.02,6.0,NETRAL,LAYAK,Mineral,45265.10,2.2793,11805.70,0.5945,0.5723,2121,1.7092,1.49,26.94
Cleo,8.02,6.0,NETRAL,LAYAK,Mineral,45386.70,2.2854,13354.90,0.6725,0.6474,2116,1.7052,1.74,26.94
Cleo,8.02,6.0,NETRAL,LAYAK,Mineral,45402.70,2.2862,11387.90,0.5734,0.5520,2104,1.6955,2.36,26.94
Cleo,8.02,6.0,NETRAL,LAYAK,Mineral,45370.70,2.2846,12250.50,0.6169,0.5931,2120,1.7084,1.54,27.00
Cleo,8.02,6.0,NETRAL,LAYAK,Mineral,45431.50,2.2877,13473.30,0.6784,0.6531,2109,1.6996,2.10,26.94
Cleo,8.02,6.0,NETRAL,LAYAK,Mineral,45482.80,2.2903,11560.80,0.5821,0.5604,2106,1.6971,2.26,26.94
Cleo,8.02,6.0,NETRAL,LAYAK,Mineral,45324.20,2.2823,12564.30,0.6327,0.6091,2122,1.7100,1.44,26.94
Cleo,8.02,6.0,NETRAL,LAYAK,Mineral,45545.10,2.2934,12786.70,0.6439,0.6199,2115,1.7044,1.79,26.94
Cleo,8.02,6.0,NETRAL,LAYAK,Mineral,45466.70,2.2895,11064.50,0.5572,0.5364,2107,1.6979,2.21,26.94
Cleo,8.02,6.0,NETRAL,LAYAK,Mineral,45593.20,2.2958,13439.60,0.6767,0.6515,2105,1.6963,2.31,26.94
Cleo,8.02,6.0,NETRAL,LAYAK,Mineral,45545.20,2.2934,11594.30,0.5838,0.5620,2106,1.6971,2.26,26.94
Cleo,8.02,6.0,NETRAL,LAYAK,Mineral,45647.40,2.2986,13703.70,0.6900,0.6643,2120,1.7084,1.54,26.94
Cleo,8.02,6.0,NETRAL,LAYAK,Mineral,45559.60,2.2941,10946.00,0.5512,0.5300,2107,1.6979,2.21,27.00
Cleo,8.02,6.0,NETRAL,LAYAK,Mineral,45594.80,2.2959,13050.60,0.6572,0.6326,2108,1.6988,2.15,26.94
Cleo,8.02,6.0,NETRAL,LAYAK,Mineral,45716.50,2.3020,12194.50,0.6141,0.5911,2117,1.7060,1.69,26.94
Cleo,8.02,6.0,NETRAL,LAYAK,Mineral,45671.60,2.2998,12023.30,0.6054,0.5828,2114,1.7036,1.85,26.94
Cleo,8.02,6.0,NETRAL,LAYAK,Mineral,45378.50,2.2850,12618.50,0.6354,0.6117,2105,1.6963,2.31,26.94
Cleo,8.02,6.0,NETRAL,LAYAK,Mineral,45655.70,2.2990,11969.00,0.6027,0.5802,2112,1.7020,1.95,26.94
Cleo,8.02,6.0,NETRAL,LAYAK,Mineral,45674.90,2.2999,12415.20,0.6252,0.6011,2111,1.7012,2.00,27.00
Cleo,8.02,6.0,NETRAL,LAYAK,Mineral,45759.70,2.3042,13321.30,0.6708,0.6458,2109,1.6996,2.10,26.94
Cleo,8.02,6.0,NETRAL,LAYAK,Mineral,45718.10,2.3021,11797.50,0.5941,0.5719,2109,1.6996,2.10,26.94
Cleo,8.02,6.0,NETRAL,LAYAK,Mineral,45732.50,2.3028,12349.70,0.6219,0.5987,2108,1.6988,2.15,26.94
Cleo,8.02,6.0,NETRAL,LAYAK,Mineral,46030.20,2.3178,12863.50,0.6477,0.6236,2105,1.6963,2.31,26.94
Cleo,8.02,6.0,NETRAL,LAYAK,Mineral,45623.60,2.2974,11395.90,0.5738,0.5524,2114,1.7036,1.85,26.94
Cleo,8.02,6.0,NETRAL,LAYAK,Mineral,45758.20,2.3041,13586.90,0.6842,0.6586,2104,1.6955,2.36,26.94
Cleo,8.02,6.0,NETRAL,LAYAK,Mineral,45876.60,2.3101,11808.70,0.5946,0.5724,2118,1.7068,1.64,26.94
Cleo,8.02,6.0,NETRAL,LAYAK,Mineral,46006.20,2.3166,12504.80,0.6297,0.6062,2117,1.7060,1.69,26.94
Cleo,8.02,6.0,NETRAL,LAYAK,Mineral,45663.80,2.2994,12436.30,0.6262,0.6021,2109,1.6996,2.10,27.00
Cleo,8.02,6.0,NETRAL,LAYAK,Mineral,45822.20,2.3074,11917.70,0.6001,0.5777,2106,1.6971,2.26,26.94
Cleo,8.02,6.0,NETRAL,LAYAK,Mineral,45822.00,2.3074,12780.30,0.6435,0.6188,2115,1.7044,1.79,27.00
Cleo,8.02,6.0,NETRAL,LAYAK,Mineral,45987.00,2.3157,12770.70,0.6431,0.6191,2107,1.6979,2.21,26.94
Cleo,8.02,6.0,NETRAL,LAYAK,Mineral,45993.40,2.3160,11748.00,0.5916,0.5695,2112,1.7020,1.95,26.94
Cleo,8.02,6.0,NETRAL,LAYAK,Mineral,45841.20,2.3083,12308.10,0.6198,0.5967,2113,1.7028,1.90,26.94
Cleo,8.02,6.0,NETRAL,LAYAK,Mineral,45979.00,2.3153,12500.00,0.6294,0.6060,2106,1.6971,2.26,26.94
Cleo,8.02,6.0,NETRAL,LAYAK,Mineral,45924.50,2.3125,11005.30,0.5542,0.5335,2109,1.6996,2.10,26.94
Cleo,8.02,6.0,NETRAL,LAYAK,Mineral,45975.80,2.3151,13882.80,0.6991,0.6730,2117,1.7060,1.69,26.94
Cleo,8.02,6.0,NETRAL,LAYAK,Mineral,45931.00,2.3128,11095.10,0.5587,0.5372,2106,1.6971,2.26,27.00
Cleo,8.02,6.0,NETRAL,LAYAK,Mineral,46167.80,2.3248,13033.20,0.6563,0.6318,2141,1.7253,0.46,26.94
Cleo,8.02,6.0,NETRAL,LAYAK,Mineral,46263.80,2.3296,12080.80,0.6083,0.5856,2109,1.6996,2.10,26.94
Cleo,8.02,6.0,NETRAL,LAYAK,Mineral,46055.80,2.3191,11722.40,0.5903,0.5676,2112,1.7020,1.95,27.00
Cleo,8.02,6.0,NETRAL,LAYAK,Mineral,46065.40,2.3196,12325.70,0.6207,0.5975,2107,1.6979,2.21,26.94
Cleo,8.02,6.0,NETRAL,LAYAK,Mineral,46177.40,2.3253,11103.00,0.5591,0.5382,2110,1.7004,2.05,26.94
Cleo,8.02,6.0,NETRAL,LAYAK,Mineral,46100.60,2.3214,12761.10,0.6426,0.6186,2117,1.7060,1.69,26.94
Cleo,8.02,6.0,NETRAL,LAYAK,Mineral,46153.40,2.3240,12775.50,0.6433,0.6186,2106,1.6971,2.26,27.00
Cleo,8.02,6.0,NETRAL,LAYAK,Mineral,46084.60,2.3206,11026.10,0.5552,0.5345,2114,1.7036,1.85,26.94
Cleo,8.02,6.0,NETRAL,LAYAK,Mineral,46164.60,2.3246,13676.30,0.6887,0.6630,2108,1.6988,2.15,26.94
Cleo,8.02,6.0,NETRAL,LAYAK,Mineral,46351.80,2.3340,11106.30,0.5593,0.5384,2109,1.6996,2.10,26.94
Cleo,8.02,6.0,NETRAL,LAYAK,Mineral,46119.80,2.3224,12783.50,0.6437,0.6197,2106,1.6971,2.26,26.94
Cleo,8.02,6.0,NETRAL,LAYAK,Mineral,46123.00,2.3225,12284.10,0.6186,0.5955,2121,1.7092,1.49,26.94
Cleo,8.02,6.0,NETRAL,LAYAK,Mineral,46484.60,2.3407,11866.30,0.5975,0.5752,2110,1.7004,2.05,26.94
Cleo,8.02,6.0,NETRAL,LAYAK,Mineral,46187.00,2.3257,12943.50,0.6518,0.6275,2106,1.6971,2.26,26.94
Cleo,8.02,6.0,NETRAL,LAYAK,Mineral,46489.40,2.3410,11706.30,0.5895,0.5675,2104,1.6955,2.36,26.94
Cleo,8.02,6.0,NETRAL,LAYAK,Mineral,46161.40,2.3244,12373.80,0.6231,0.5998,2110,1.7004,2.05,26.94
Cleo,8.02,6.0,NETRAL,LAYAK,Mineral,46348.60,2.3339,12653.80,0.6372,0.6134,2094,1.6875,2.87,26.94
Cleo,8.02,6.0,NETRAL,LAYAK,Mineral,46174.20,2.3251,11063.00,0.5571,0.5363,2101,1.6931,2.51,26.94
Cleo,8.02,6.0,NETRAL,LAYAK,Mineral,46308.60,2.3319,13769.40,0.6934,0.6675,2108,1.6988,2.15,26.94
Cleo,8.02,6.0,NETRAL,LAYAK,Mineral,46342.20,2.3336,11170.20,0.5625,0.5415,2114,1.7036,1.85,26.94
Cleo,8.02,6.0,NETRAL,LAYAK,Mineral,46449.40,2.3389,12991.60,0.6542,0.6298,2107,1.6979,2.21,26.94
Cleo,8.02,6.0,NETRAL,LAYAK,Mineral,46139.00,2.3233,12156.00,0.6121,0.5886,2114,1.7036,1.85,27.00
Cleo,8.02,6.0,NETRAL,LAYAK,Mineral,46575.80,2.3453,11936.70,0.6011,0.5786,2109,1.6996,2.10,26.94
Cleo,8.02,6.0,NETRAL,LAYAK,Mineral,46382.20,2.3356,12836.30,0.6464,0.6223,2110,1.7004,2.05,26.94
Cleo,8.02,6.0,NETRAL,LAYAK,Mineral,46571.00,2.3451,12024.90,0.6055,0.5829,2119,1.7076,1.59,26.94
Cleo,8.02,6.0,NETRAL,LAYAK,Mineral,46052.60,2.3190,12785.10,0.6438,0.6198,2112,1.7020,1.95,26.94
Cleo,8.02,6.0,NETRAL,LAYAK,Mineral,46444.60,2.3387,12865.10,0.6478,0.6237,2112,1.7020,1.95,26.94
Cleo,8.02,6.0,NETRAL,LAYAK,Mineral,46195.00,2.3261,11062.90,0.5571,0.5356,2114,1.7036,1.85,27.00
Cleo,8.02,6.0,NETRAL,LAYAK,Mineral,46545.40,2.3438,13649.10,0.6873,0.6617,2109,1.6996,2.10,26.94
Cleo,8.02,6.0,NETRAL,LAYAK,Mineral,46260.60,2.3294,11055.00,0.5567,0.5353,2107,1.6979,2.21,27.00
Cleo,8.02,6.0,NETRAL,LAYAK,Mineral,46303.80,2.3316,12889.20,0.6490,0.6248,2109,1.6996,2.10,26.94
Cleo,8.02,6.0,NETRAL,LAYAK,Mineral,46694.20,2.3513,12759.30,0.6425,0.6178,2112,1.7020,1.95,27.00
Cleo,8.02,6.0,NETRAL,LAYAK,Mineral,46441.40,2.3385,11219.90,0.5650,0.5439,2123,1.7108,1.38,26.94
Cleo,8.02,6.0,NETRAL,LAYAK,Mineral,46436.60,2.3383,13415.60,0.6755,0.6503,2109,1.6996,2.10,26.94
Cleo,8.02,6.0,NETRAL,LAYAK,Mineral,46483.00,2.3406,11543.10,0.5813,0.5589,2116,1.7052,1.74,27.00
Cleo,8.02,6.0,NETRAL,LAYAK,Mineral,46593.40,2.3462,12897.20,0.6494,0.6245,2111,1.7012,2.00,27.00
Cleo,8.02,6.0,NETRAL,LAYAK,Mineral,46582.20,2.3456,13764.60,0.6931,0.6673,2126,1.7133,1.23,26.94
Cleo,8.02,6.0,NETRAL,LAYAK,Mineral,46633.40,2.3482,11075.80,0.5577,0.5369,2107,1.6979,2.21,26.94
Cleo,8.02,6.0,NETRAL,LAYAK,Mineral,46407.80,2.3369,12826.70,0.6459,0.6210,2107,1.6979,2.21,27.00
Cleo,8.02,6.0,NETRAL,LAYAK,Mineral,46567.80,2.3449,12754.60,0.6423,0.6176,2107,1.6979,2.21,27.00
Cleo,8.02,6.0,NETRAL,LAYAK,Mineral,46564.60,2.3447,11066.30,0.5572,0.5358,2110,1.7004,2.05,27.00
Cleo,8.02,6.0,NETRAL,LAYAK,Mineral,46518.20,2.3424,13745.40,0.6921,0.6655,2109,1.6996,2.10,27.00
Cleo,8.02,6.0,NETRAL,LAYAK,Mineral,46451.00,2.3390,11322.30,0.5701,0.5489,2116,1.7052,1.74,26.94
Cleo,8.02,6.0,NETRAL,LAYAK,Mineral,46783.80,2.3558,12961.20,0.6527,0.6276,2115,1.7044,1.79,27.00
Cleo,8.02,6.0,NETRAL,LAYAK,Mineral,46809.40,2.3571,12023.20,0.6054,0.5821,2106,1.6971,2.26,27.00
Cleo,8.02,6.0,NETRAL,LAYAK,Mineral,46446.20,2.3388,11690.50,0.5887,0.5660,2122,1.7100,1.44,27.00
Cleo,8.02,6.0,NETRAL,LAYAK,Mineral,46415.80,2.3373,12682.70,0.6386,0.6148,2106,1.6971,2.26,26.94
Cleo,8.02,6.0,NETRAL,LAYAK,Mineral,46767.80,2.3550,11959.30,0.6022,0.5790,2110,1.7004,2.05,27.00
Cleo,8.02,6.0,NETRAL,LAYAK,Mineral,46527.80,2.3429,12448.90,0.6269,0.6035,2108,1.6988,2.15,26.94
Cleo,8.02,6.0,NETRAL,LAYAK,Mineral,46766.20,2.3549,12242.60,0.6165,0.5928,2109,1.6996,2.10,27.00
Cleo,8.02,6.0,NETRAL,LAYAK,Mineral,46660.60,2.3496,12220.20,0.6153,0.5917,2114,1.7036,1.85,27.00
Cleo,8.02,6.0,NETRAL,LAYAK,Mineral,46585.40,2.3458,13449.10,0.6772,0.6512,2115,1.7044,1.79,27.00
Cleo,8.02,6.0,NETRAL,LAYAK,Mineral,46695.80,2.3514,11304.80,0.5693,0.5480,2109,1.6996,2.10,26.94
Cleo,8.02,6.0,NETRAL,LAYAK,Mineral,46619.00,2.3475,12818.70,0.6455,0.6214,2123,1.7108,1.38,26.94
Cleo,8.02,6.0,NETRAL,LAYAK,Mineral,46655.80,2.3493,12781.80,0.6436,0.6196,2120,1.7084,1.54,26.94
Cleo,8.02,6.0,NETRAL,LAYAK,Mineral,46678.20,2.3505,11144.70,0.5612,0.5403,2107,1.6979,2.21,26.94
Cleo,8.02,6.0,NETRAL,LAYAK,Mineral,46806.20,2.3569,13766.20,0.6932,0.6665,2113,1.7028,1.90,27.00
Cleo,8.02,6.0,NETRAL,LAYAK,Mineral,46588.60,2.3460,11837.50,0.5961,0.5731,2112,1.7020,1.95,27.00
Cleo,8.02,6.0,NETRAL,LAYAK,Mineral,46716.60,2.3524,12388.10,0.6238,0.5998,2115,1.7044,1.79,27.00
Cleo,8.02,6.0,NETRAL,LAYAK,Mineral,46646.20,2.3489,12823.50,0.6457,0.6209,2108,1.6988,2.15,27.00
Cleo,8.02,6.0,NETRAL,LAYAK,Mineral,47142.20,2.3738,11047.00,0.5563,0.5355,2114,1.7036,1.85,26.94
Cleo,8.02,6.0,NETRAL,LAYAK,Mineral,46556.60,2.3443,13787.00,0.6942,0.6675,2119,1.7076,1.59,27.00
Cleo,8.02,6.0,NETRAL,LAYAK,Mineral,46983.80,2.3659,10925.20,0.5501,0.5290,2107,1.6979,2.21,27.00
Cleo,8.02,6.0,NETRAL,LAYAK,Mineral,46823.80,2.3578,12857.20,0.6474,0.6225,2107,1.6979,2.21,27.00
Cleo,8.02,6.0,NETRAL,LAYAK,Mineral,46902.20,2.3617,12194.40,0.6140,0.5904,2118,1.7068,1.64,27.00
Cleo,8.02,6.0,NETRAL,LAYAK,Mineral,46913.40,2.3623,11922.50,0.6004,0.5773,2108,1.6988,2.15,27.00
Cleo,8.02,6.0,NETRAL,LAYAK,Mineral,46852.60,2.3593,12544.90,0.6317,0.6074,2114,1.7036,1.85,27.00
Cleo,8.02,6.0,NETRAL,LAYAK,Mineral,46956.60,2.3645,10936.40,0.5507,0.5295,2109,1.6996,2.10,27.00
Cleo,8.02,6.0,NETRAL,LAYAK,Mineral,46883.00,2.3608,13023.50,0.6558,0.6313,2125,1.7125,1.28,26.94
Cleo,8.02,6.0,NETRAL,LAYAK,Mineral,46817.40,2.3575,12084.00,0.6085,0.5851,2105,1.6963,2.31,27.00
Cleo,8.02,6.0,NETRAL,LAYAK,Mineral,46839.80,2.3586,11887.10,0.5986,0.5756,2141,1.7253,0.46,27.00
Cleo,8.02,6.0,NETRAL,LAYAK,Mineral,46963.00,2.3648,12825.10,0.6458,0.6210,2116,1.7052,1.74,27.00
Cleo,8.02,6.0,NETRAL,LAYAK,Mineral,46969.40,2.3651,11964.00,0.6024,0.5793,2109,1.6996,2.10,27.00
Cleo,8.02,6.0,NETRAL,LAYAK,Mineral,47142.20,2.3738,12461.70,0.6275,0.6034,2108,1.6988,2.15,27.00
Cleo,8.02,6.0,NETRAL,LAYAK,Mineral,46939.00,2.3636,12585.10,0.6337,0.6093,2112,1.7020,1.95,27.00
Cleo,8.02,6.0,NETRAL,LAYAK,Mineral,47006.20,2.3670,11872.90,0.5979,0.5749,2108,1.6988,2.15,27.00
Cleo,8.02,6.0,NETRAL,LAYAK,Mineral,46915.00,2.3624,12324.10,0.6206,0.5967,2113,1.7028,1.90,27.00
Cleo,8.02,6.0,NETRAL,LAYAK,Mineral,47243.00,2.3789,12714.70,0.6402,0.6156,2115,1.7044,1.79,27.00
Cleo,8.02,6.0,NETRAL,LAYAK,Mineral,47009.40,2.3671,11677.70,0.5880,0.5654,2116,1.7052,1.74,27.00
Cleo,8.02,6.0,NETRAL,LAYAK,Mineral,47068.60,2.3701,13633.00,0.6865,0.6601,2109,1.6996,2.10,27.00
Cleo,8.02,6.0,NETRAL,LAYAK,Mineral,47398.20,2.3867,11243.90,0.5662,0.5451,2120,1.7084,1.54,26.94
Cleo,8.02,6.0,NETRAL,LAYAK,Mineral,47038.20,2.3686,12967.60,0.6530,0.6286,2114,1.7036,1.85,26.94
Cleo,8.02,6.0,NETRAL,LAYAK,Mineral,47126.20,2.3730,12125.60,0.6106,0.5871,2112,1.7020,1.95,27.00
Cleo,8.02,6.0,NETRAL,LAYAK,Mineral,47260.60,2.3798,12201.00,0.6144,0.5907,2110,1.7004,2.05,27.00
Cleo,8.02,6.0,NETRAL,LAYAK,Mineral,47459.00,2.3898,12389.70,0.6239,0.5999,2140,1.7245,0.51,27.00
Cleo,8.02,6.0,NETRAL,LAYAK,Mineral,47174.20,2.3754,12922.70,0.6507,0.6257,2110,1.7004,2.05,27.00
Cleo,8.02,6.0,NETRAL,LAYAK,Mineral,47151.80,2.3743,11109.40,0.5594,0.5379,2109,1.6996,2.10,27.00
Cleo,8.02,6.0,NETRAL,LAYAK,Mineral,47422.20,2.3879,13551.50,0.6824,0.6561,2116,1.7052,1.74,27.00
Cleo,8.02,6.0,NETRAL,LAYAK,Mineral,47379.00,2.3858,11066.50,0.5573,0.5358,2110,1.7004,2.05,27.00
Cleo,8.02,6.0,NETRAL,LAYAK,Mineral,47345.40,2.3841,13383.70,0.6739,0.6480,2110,1.7004,2.05,27.00
Cleo,8.02,6.0,NETRAL,LAYAK,Mineral,47475.00,2.3906,11371.90,0.5726,0.5506,2122,1.7100,1.44,27.00
Cleo,8.02,6.0,NETRAL,LAYAK,Mineral,47166.20,2.3750,12817.20,0.6454,0.6206,2112,1.7020,1.95,27.00
Cleo,8.02,6.0,NETRAL,LAYAK,Mineral,47239.80,2.3787,12066.40,0.6076,0.5842,2109,1.6996,2.10,27.00
Cleo,8.02,6.0,NETRAL,LAYAK,Mineral,47465.40,2.3901,11931.90,0.6008,0.5777,2111,1.7012,2.00,27.00
Cleo,8.02,6.0,NETRAL,LAYAK,Mineral,47151.80,2.3743,12439.30,0.6264,0.6023,2115,1.7044,1.79,27.00
Cleo,8.02,6.0,NETRAL,LAYAK,Mineral,47340.60,2.3838,11861.50,0.5973,0.5743,2112,1.7020,1.95,27.00
Cleo,8.02,6.0,NETRAL,LAYAK,Mineral,47319.80,2.3828,12604.20,0.6347,0.6103,2114,1.7036,1.85,27.00
Cleo,8.02,6.0,NETRAL,LAYAK,Mineral,47284.60,2.3810,12293.60,0.6190,0.5952,2107,1.6979,2.21,27.00
Cleo,8.02,6.0,NETRAL,LAYAK,Mineral,47551.80,2.3945,11970.50,0.6028,0.5796,2111,1.7012,2.00,27.00
Cleo,8.02,6.0,NETRAL,LAYAK,Mineral,47385.40,2.3861,13671.50,0.6884,0.6619,2113,1.7028,1.90,27.00
Cleo,8.02,6.0,NETRAL,LAYAK,Mineral,47499.00,2.3918,11220.00,0.5650,0.5433,2109,1.6996,2.10,27.00
Cleo,8.02,6.0,NETRAL,LAYAK,Mineral,47505.40,2.3921,12914.60,0.6503,0.6253,2113,1.7028,1.90,27.00
Cleo,8.02,6.0,NETRAL,LAYAK,Mineral,47343.80,2.3840,12052.10,0.6069,0.5835,2109,1.6996,2.10,27.00
Cleo,8.02,6.0,NETRAL,LAYAK,Mineral,47377.40,2.3857,11628.00,0.5855,0.5630,2094,1.6875,2.87,27.00
Cleo,8.02,6.0,NETRAL,LAYAK,Mineral,47393.40,2.3865,13197.90,0.6646,0.6390,2107,1.6979,2.21,27.00
Cleo,8.02,6.0,NETRAL,LAYAK,Mineral,47422.20,2.3879,12378.40,0.6233,0.5993,2141,1.7253,0.46,27.00
Cleo,8.02,6.0,NETRAL,LAYAK,Mineral,47479.80,2.3908,11615.30,0.5849,0.5624,2113,1.7028,1.90,27.00
Cleo,8.02,6.0,NETRAL,LAYAK,Mineral,47363.00,2.3850,12946.60,0.6519,0.6268,2109,1.6996,2.10,27.00
Cleo,8.02,6.0,NETRAL,LAYAK,Mineral,47537.40,2.3937,11671.10,0.5877,0.5651,2111,1.7012,2.00,27.00
Cleo,8.02,6.0,NETRAL,LAYAK,Mineral,47228.60,2.3782,12381.90,0.6235,0.5995,2107,1.6979,2.21,27.00
Cleo,8.02,6.0,NETRAL,LAYAK,Mineral,47651.00,2.3995,11653.50,0.5868,0.5642,2122,1.7100,1.44,27.00
Cleo,8.02,6.0,NETRAL,LAYAK,Mineral,47329.40,2.3833,11738.50,0.5911,0.5684,2113,1.7028,1.90,27.00
Cleo,8.02,6.0,NETRAL,LAYAK,Mineral,47140.60,2.3738,12781.80,0.6436,0.6189,2120,1.7084,1.54,27.00
Cleo,8.02,6.0,NETRAL,LAYAK,Mineral,47567.80,2.3953,11404.00,0.5742,0.5522,2111,1.7012,2.00,27.00
Cleo,8.02,6.0,NETRAL,LAYAK,Mineral,47223.80,2.3779,12727.20,0.6409,0.6155,2109,1.6996,2.10,27.06
Cleo,8.02,6.0,NETRAL,LAYAK,Mineral,47404.60,2.3870,12602.50,0.6346,0.6102,2107,1.6979,2.21,27.00
Cleo,8.02,6.0,NETRAL,LAYAK,Mineral,47398.20,2.3867,11301.50,0.5691,0.5472,2117,1.7060,1.69,27.00
Cleo,8.02,6.0,NETRAL,LAYAK,Mineral,47420.60,2.3879,13513.30,0.6805,0.6543,2113,1.7028,1.90,27.00
Cleo,8.02,6.0,NETRAL,LAYAK,Mineral,47447.80,2.3892,10958.80,0.5518,0.5306,2100,1.6923,2.56,27.00
Cleo,8.02,6.0,NETRAL,LAYAK,Mineral,47484.60,2.3911,12791.60,0.6441,0.6193,2110,1.7004,2.05,27.00
Cleo,8.02,6.0,NETRAL,LAYAK,Mineral,47467.00,2.3902,13602.70,0.6850,0.6586,2109,1.6996,2.10,27.00
Cleo,8.02,6.0,NETRAL,LAYAK,Mineral,47468.60,2.3903,10891.90,0.5485,0.5274,2131,1.7173,0.97,27.00
Cleo,8.02,6.0,NETRAL,LAYAK,Mineral,47683.00,2.4011,12892.20,0.6492,0.6242,2110,1.7004,2.05,27.00
Cleo,8.02,6.0,NETRAL,LAYAK,Mineral,47486.20,2.3912,11951.10,0.6018,0.5786,2107,1.6979,2.21,27.00
Cleo,8.02,6.0,NETRAL,LAYAK,Mineral,47599.80,2.3969,11787.90,0.5936,0.5707,2107,1.6979,2.21,27.00
Cleo,8.02,6.0,NETRAL,LAYAK,Mineral,47447.80,2.3892,12314.50,0.6201,0.5962,2114,1.7036,1.85,27.00
Cleo,8.02,6.0,NETRAL,LAYAK,Mineral,47563.00,2.3950,12200.80,0.6144,0.5907,2093,1.6867,2.92,27.00
Cleo,8.02,6.0,NETRAL,LAYAK,Mineral,47678.20,2.4008,11567.20,0.5825,0.5601,2112,1.7020,1.95,27.00
Cleo,8.02,6.0,NETRAL,LAYAK,Mineral,47622.20,2.3980,13018.50,0.6555,0.6303,2109,1.6996,2.10,27.00
Cleo,8.02,6.0,NETRAL,LAYAK,Mineral,47534.20,2.3936,11475.90,0.5779,0.5556,2124,1.7116,1.33,27.00
Cleo,8.02,6.0,NETRAL,LAYAK,Mineral,47542.20,2.3940,12852.20,0.6472,0.6223,2108,1.6988,2.15,27.00
