nama_sample,ph_label,ppm_label,ntu_label,status_air,kelayakan,jenis_air,raw_ph,volt_ph,raw_tds,volt_tds,comp_volt_tds,raw_turb,volt_turb,suhu
Mountop,8.48,169.0,NETRAL,LAYAK,Mineral,43906.30,2.2109,12674.60,0.6382,0.5855,2097,1.6899,2.72,29.50
Mountop,8.48,169.0,NETRAL,LAYAK,Mineral,43824.60,2.2068,12805.70,0.6448,0.5916,2092,1.6859,2.97,29.50
Mountop,8.48,169.0,NETRAL,LAYAK,Mineral,44240.80,2.2277,11365.40,0.5723,0.5250,2096,1.6891,2.77,29.50
Mountop,8.48,169.0,NETRAL,LAYAK,Mineral,44044.00,2.2178,13622.00,0.6859,0.6293,2089,1.6834,3.13,29.50
Mountop,8.48,169.0,NETRAL,LAYAK,Mineral,44223.30,2.2269,11419.80,0.5750,0.5276,2106,1.6971,2.26,29.50
Mountop,8.48,169.0,NETRAL,LAYAK,Mineral,44196.00,2.2255,13028.30,0.6560,0.6012,2093,1.6867,2.92,29.56
Mountop,8.48,169.0,NETRAL,LAYAK,Mineral,43776.70,2.2044,12945.10,0.6518,0.5980,2092,1.6859,2.97,29.50
Mountop,8.48,169.0,NETRAL,LAYAK,Mineral,43951.10,2.2131,11427.90,0.5754,0.5279,2094,1.6875,2.87,29.50
Mountop,8.48,169.0,NETRAL,LAYAK,Mineral,44301.80,2.2308,13338.70,0.6717,0.6162,2096,1.6891,2.77,29.50
Mountop,8.48,169.0,NETRAL,LAYAK,Mineral,43754.20,2.2032,11475.80,0.5779,0.5295,2085,1.6802,3.33,29.56
Mountop,8.48,169.0,NETRAL,LAYAK,Mineral,43804.00,2.2057,13628.30,0.6862,0.6289,2092,1.6859,2.97,29.56
Mountop,8.48,169.0,NETRAL,LAYAK,Mineral,43981.60,2.2147,11477.80,0.5780,0.5302,2094,1.6875,2.87,29.50
Mountop,8.48,169.0,NETRAL,LAYAK,Mineral,44064.80,2.2189,13188.20,0.6641,0.6086,2095,1.6883,2.82,29.56
Mountop,8.48,169.0,NETRAL,LAYAK,Mineral,43946.30,2.2129,12824.90,0.6458,0.5925,2093,1.6867,2.92,29.50
Mountop,8.48,169.0,NETRAL,LAYAK,Mineral,43967.10,2.2140,11673.00,0.5878,0.5393,2108,1.6988,2.15,29.50
Mountop,8.48,169.0,NETRAL,LAYAK,Mineral,43938.40,2.2125,13869.90,0.6984,0.6407,2092,1.6859,2.97,29.50
Mountop,8.48,169.0,NETRAL,LAYAK,Mineral,43935.10,2.2123,11506.30,0.5794,0.5309,2091,1.6851,3.03,29.56
Mountop,8.48,169.0,NETRAL,LAYAK,Mineral,44167.20,2.2240,12938.80,0.6515,0.5977,2092,1.6859,2.97,29.50
Mountop,8.48,169.0,NETRAL,LAYAK,Mineral,43941.50,2.2127,13122.60,0.6608,0.6055,2092,1.6859,2.97,29.56
Mountop,8.48,169.0,NETRAL,LAYAK,Mineral,44170.40,2.2242,11663.40,0.5873,0.5388,2093,1.6867,2.92,29.50
Mountop,8.48,169.0,NETRAL,LAYAK,Mineral,44199.30,2.2256,12330.50,0.6209,0.5690,2091,1.6851,3.03,29.56
Mountop,8.48,169.0,NETRAL,LAYAK,Mineral,44071.20,2.2192,11925.80,0.6005,0.5509,2091,1.6851,3.03,29.50
Mountop,8.48,169.0,NETRAL,LAYAK,Mineral,44186.50,2.2250,12783.40,0.6437,0.5906,2093,1.6867,2.92,29.50
Mountop,8.48,169.0,NETRAL,LAYAK,Mineral,44266.40,2.2290,11978.40,0.6032,0.5534,2092,1.6859,2.97,29.50
Mountop,8.48,169.0,NETRAL,LAYAK,Mineral,44052.00,2.2182,12794.70,0.6443,0.5911,2105,1.6963,2.31,29.50
Mountop,8.48,169.0,NETRAL,LAYAK,Mineral,44008.80,2.2161,12370.50,0.6229,0.5708,2091,1.6851,3.03,29.56
Mountop,8.48,169.0,NETRAL,LAYAK,Mineral,44063.10,2.2188,12192.90,0.6140,0.5633,2092,1.6859,2.97,29.50
Mountop,8.48,169.0,NETRAL,LAYAK,Mineral,43685.50,2.1998,12634.50,0.6362,0.5830,2094,1.6875,2.87,29.56
Mountop,8.48,169.0,NETRAL,LAYAK,Mineral,44024.90,2.2169,12056.80,0.6071,0.5564,2092,1.6859,2.97,29.56
Mountop,8.48,169.0,NETRAL,LAYAK,Mineral,44063.10,2.2188,12119.30,0.6103,0.5592,2093,1.6867,2.92,29.56
Mountop,8.48,169.0,NETRAL,LAYAK,Mineral,43909.50,2.2111,13780.40,0.6939,0.6359,2092,1.6859,2.97,29.56
Mountop,8.48,169.0,NETRAL,LAYAK,Mineral,43908.00,2.2110,11418.60,0.5750,0.5269,2093,1.6867,2.92,29.56
Mountop,8.48,169.0,NETRAL,LAYAK,Mineral,43896.80,2.2104,13137.10,0.6615,0.6069,2092,1.6859,2.97,29.50
Mountop,8.48,169.0,NETRAL,LAYAK,Mineral,44063.20,2.2188,12600.90,0.6345,0.5815,2093,1.6867,2.92,29.56
Mountop,8.48,169.0,NETRAL,LAYAK,Mineral,44127.20,2.2220,11815.30,0.5950,0.5452,2094,1.6875,2.87,29.56
Mountop,8.48,169.0,NETRAL,LAYAK,Mineral,43955.90,2.2134,13503.70,0.6800,0.6231,2094,1.6875,2.87,29.56
Mountop,8.48,169.0,NETRAL,LAYAK,Mineral,44322.50,2.2318,11285.50,0.5683,0.5214,2091,1.6851,3.03,29.50
Mountop,8.48,169.0,NETRAL,LAYAK,Mineral,43898.40,2.2105,13181.90,0.6638,0.6083,2096,1.6891,2.77,29.56
Mountop,8.48,169.0,NETRAL,LAYAK,Mineral,43840.80,2.2076,12912.90,0.6502,0.5959,2098,1.6907,2.67,29.56
Mountop,8.48,169.0,NETRAL,LAYAK,Mineral,44173.50,2.2243,11709.80,0.5896,0.5403,2094,1.6875,2.87,29.56
Mountop,8.48,169.0,NETRAL,LAYAK,Mineral,43877.50,2.2094,12345.00,0.6216,0.5696,2093,1.6867,2.92,29.56
Mountop,8.48,169.0,NETRAL,LAYAK,Mineral,44227.90,2.2271,12132.00,0.6109,0.5598,2101,1.6931,2.51,29.56
Mountop,8.48,169.0,NETRAL,LAYAK,Mineral,44104.80,2.2209,13217.10,0.6655,0.6099,2092,1.6859,2.97,29.56
Mountop,8.48,169.0,NETRAL,LAYAK,Mineral,43964.00,2.2138,12101.70,0.6094,0.5584,2093,1.6867,2.92,29.56
Mountop,8.48,169.0,NETRAL,LAYAK,Mineral,44304.80,2.2310,12940.30,0.6516,0.5971,2093,1.6867,2.92,29.56
Mountop,8.48,169.0,NETRAL,LAYAK,Mineral,43848.50,2.2080,12285.90,0.6187,0.5669,2094,1.6875,2.87,29.56
Mountop,8.48,169.0,NETRAL,LAYAK,Mineral,44469.70,2.2393,12076.10,0.6081,0.5579,2096,1.6891,2.77,29.50
Mountop,8.48,169.0,NETRAL,LAYAK,Mineral,44024.70,2.2169,12642.80,0.6366,0.5834,2100,1.6923,2.56,29.56
Mountop,8.48,169.0,NETRAL,LAYAK,Mineral,44191.30,2.2252,12778.60,0.6435,0.5897,2091,1.6851,3.03,29.56
Mountop,8.48,169.0,NETRAL,LAYAK,Mineral,43882.40,2.2097,11527.20,0.5804,0.5319,2099,1.6915,2.62,29.56
Mountop,8.48,169.0,NETRAL,LAYAK,Mineral,44452.10,2.2384,12433.20,0.6261,0.5737,2092,1.6859,2.97,29.56
Mountop,8.48,169.0,NETRAL,LAYAK,Mineral,44109.60,2.2211,12159.20,0.6123,0.5617,2093,1.6867,2.92,29.50
Mountop,8.48,169.0,NETRAL,LAYAK,Mineral,44284.00,2.2299,13364.30,0.6730,0.6174,2094,1.6875,2.87,29.50
Mountop,8.48,169.0,NETRAL,LAYAK,Mineral,44240.90,2.2277,12594.50,0.6342,0.5818,2093,1.6867,2.92,29.50
Mountop,8.48,169.0,NETRAL,LAYAK,Mineral,44032.80,2.2173,11541.40,0.5812,0.5332,2101,1.6931,2.51,29.50
Mountop,8.48,169.0,NETRAL,LAYAK,Mineral,44103.20,2.2208,13684.50,0.6891,0.6322,2093,1.6867,2.92,29.50
Mountop,8.48,169.0,NETRAL,LAYAK,Mineral,44168.80,2.2241,11320.80,0.5701,0.5230,2097,1.6899,2.72,29.50
Mountop,8.48,169.0,NETRAL,LAYAK,Mineral,44354.50,2.2335,13185.10,0.6639,0.6084,2097,1.6899,2.72,29.56
Mountop,8.48,169.0,NETRAL,LAYAK,Mineral,44029.60,2.2171,12709.70,0.6400,0.5865,2095,1.6883,2.82,29.56
Mountop,8.48,169.0,NETRAL,LAYAK,Mineral,44501.60,2.2409,11738.50,0.5911,0.5417,2096,1.6891,2.77,29.56
Mountop,8.48,169.0,NETRAL,LAYAK,Mineral,43988.00,2.2150,12852.20,0.6472,0.5931,2094,1.6875,2.87,29.56
Mountop,8.48,169.0,NETRAL,LAYAK,Mineral,44292.00,2.2303,12130.50,0.6108,0.5598,2103,1.6947,2.41,29.56
Mountop,8.48,169.0,NETRAL,LAYAK,Mineral,44424.90,2.2370,12628.30,0.6359,0.5834,2120,1.7084,1.54,29.50
Mountop,8.48,169.0,NETRAL,LAYAK,Mineral,44671.40,2.2494,12957.90,0.6525,0.5986,2093,1.6867,2.92,29.50
Mountop,8.48,169.0,NETRAL,LAYAK,Mineral,44537.00,2.2427,11477.50,0.5779,0.5302,2094,1.6875,2.87,29.50
Mountop,8.48,169.0,NETRAL,LAYAK,Mineral,43930.40,2.2121,13471.60,0.6784,0.6223,2092,1.6859,2.97,29.50
Mountop,8.48,169.0,NETRAL,LAYAK,Mineral,44360.80,2.2338,11741.50,0.5912,0.5418,2093,1.6867,2.92,29.56
Mountop,8.48,169.0,NETRAL,LAYAK,Mineral,44045.60,2.2179,12833.10,0.6462,0.5922,2094,1.6875,2.87,29.56
Mountop,8.48,169.0,NETRAL,LAYAK,Mineral,44170.40,2.2242,12961.10,0.6527,0.5988,2094,1.6875,2.87,29.50
Mountop,8.48,169.0,NETRAL,LAYAK,Mineral,44274.50,2.2294,11383.20,0.5732,0.5253,2097,1.6899,2.72,29.56
Mountop,8.48,169.0,NETRAL,LAYAK,Mineral,44420.00,2.2368,13591.50,0.6844,0.6272,2094,1.6875,2.87,29.56
Mountop,8.48,169.0,NETRAL,LAYAK,Mineral,44474.50,2.2395,11493.80,0.5788,0.5304,2097,1.6899,2.72,29.56
Mountop,8.48,169.0,NETRAL,LAYAK,Mineral,44573.80,2.2445,13138.60,0.6616,0.6063,2094,1.6875,2.87,29.56
Mountop,8.48,169.0,NETRAL,LAYAK,Mineral,44442.50,2.2379,12244.00,0.6165,0.5650,2098,1.6907,2.67,29.56
Mountop,8.48,169.0,NETRAL,LAYAK,Mineral,44117.60,2.2215,11968.80,0.6027,0.5523,2093,1.6867,2.92,29.56
Mountop,8.48,169.0,NETRAL,LAYAK,Mineral,44714.60,2.2516,13466.70,0.6781,0.6214,2093,1.6867,2.92,29.56
Mountop,8.48,169.0,NETRAL,LAYAK,Mineral,44040.80,2.2177,12197.70,0.6142,0.5629,2093,1.6867,2.92,29.56
Mountop,8.48,169.0,NETRAL,LAYAK,Mineral,44773.80,2.2546,12791.50,0.6441,0.5909,2097,1.6899,2.72,29.50
Mountop,8.48,169.0,NETRAL,LAYAK,Mineral,44192.80,2.2253,12914.80,0.6503,0.5959,2093,1.6867,2.92,29.56
Mountop,8.48,169.0,NETRAL,LAYAK,Mineral,44765.80,2.2542,11800.70,0.5942,0.5445,2095,1.6883,2.82,29.56
Mountop,8.48,169.0,NETRAL,LAYAK,Mineral,44429.70,2.2372,13462.00,0.6779,0.6212,2094,1.6875,2.87,29.56
Mountop,8.48,169.0,NETRAL,LAYAK,Mineral,44562.50,2.2439,11280.60,0.5680,0.5205,2093,1.6867,2.92,29.56
Mountop,8.48,169.0,NETRAL,LAYAK,Mineral,44729.00,2.2523,12796.30,0.6444,0.5905,2097,1.6899,2.72,29.56
Mountop,8.48,169.0,NETRAL,LAYAK,Mineral,43997.60,2.2155,12210.50,0.6149,0.5634,2093,1.6867,2.92,29.56
Mountop,8.48,169.0,NETRAL,LAYAK,Mineral,44317.60,2.2316,12049.00,0.6067,0.5560,2106,1.6971,2.26,29.56
Mountop,8.48,169.0,NETRAL,LAYAK,Mineral,44032.80,2.2173,12993.10,0.6543,0.5996,2091,1.6851,3.03,29.56
Mountop,8.48,169.0,NETRAL,LAYAK,Mineral,44500.10,2.2408,11868.00,0.5976,0.5483,2091,1.6851,3.03,29.50
Mountop,8.48,169.0,NETRAL,LAYAK,Mineral,44434.40,2.2375,12826.70,0.6459,0.5919,2096,1.6891,2.77,29.56
Mountop,8.48,169.0,NETRAL,LAYAK,Mineral,44690.60,2.2504,12745.00,0.6418,0.5881,2096,1.6891,2.77,29.56
Mountop,8.48,169.0,NETRAL,LAYAK,Mineral,44322.40,2.2318,12130.50,0.6108,0.5598,2105,1.6963,2.31,29.56
Mountop,8.48,169.0,NETRAL,LAYAK,Mineral,44456.90,2.2386,13428.40,0.6762,0.6196,2095,1.6883,2.82,29.56
Mountop,8.48,169.0,NETRAL,LAYAK,Mineral,44410.40,2.2363,11667.90,0.5875,0.5384,2095,1.6883,2.82,29.56
Mountop,8.48,169.0,NETRAL,LAYAK,Mineral,44532.10,2.2424,12658.60,0.6374,0.5848,2093,1.6867,2.92,29.50
Mountop,8.48,169.0,NETRAL,LAYAK,Mineral,44695.40,2.2506,12698.60,0.6394,0.5860,2096,1.6891,2.77,29.56
Mountop,8.48,169.0,NETRAL,LAYAK,Mineral,44631.30,2.2474,11596.00,0.5839,0.5351,2095,1.6883,2.82,29.56
Mountop,8.48,169.0,NETRAL,LAYAK,Mineral,44585.00,2.2451,13340.30,0.6717,0.6156,2091,1.6851,3.03,29.56
Mountop,8.48,169.0,NETRAL,LAYAK,Mineral,44501.70,2.2409,12034.50,0.6060,0.5553,2093,1.6867,2.92,29.56
Mountop,8.48,169.0,NETRAL,LAYAK,Mineral,44424.90,2.2370,12570.50,0.6330,0.5807,2094,1.6875,2.87,29.50
Mountop,8.48,169.0,NETRAL,LAYAK,Mineral,44445.70,2.2381,12223.40,0.6155,0.5640,2097,1.6899,2.72,29.56
Mountop,8.48,169.0,NETRAL,LAYAK,Mineral,44816.90,2.2567,12045.70,0.6066,0.5558,2093,1.6867,2.92,29.56
Mountop,8.48,169.0,NETRAL,LAYAK,Mineral,44149.60,2.2231,13116.50,0.6605,0.6052,2099,1.6915,2.62,29.56
Mountop,8.48,169.0,NETRAL,LAYAK,Mineral,44545.00,2.2431,11819.90,0.5952,0.5454,2091,1.6851,3.03,29.56
Mountop,8.48,169.0,NETRAL,LAYAK,Mineral,44637.70,2.2477,12828.40,0.6460,0.5926,2094,1.6875,2.87,29.50
Mountop,8.48,169.0,NETRAL,LAYAK,Mineral,44562.50,2.2439,12548.10,0.6319,0.5790,2096,1.6891,2.77,29.56
Mountop,8.48,169.0,NETRAL,LAYAK,Mineral,44348.10,2.2331,11576.80,0.5829,0.5342,2098,1.6907,2.67,29.56
Mountop,8.48,169.0,NETRAL,LAYAK,Mineral,44191.20,2.2252,13446.10,0.6771,0.6205,2092,1.6859,2.97,29.56
Mountop,8.48,169.0,NETRAL,LAYAK,Mineral,44426.40,2.2371,11328.80,0.5705,0.5234,2095,1.6883,2.82,29.50
Mountop,8.48,169.0,NETRAL,LAYAK,Mineral,44400.90,2.2358,12846.00,0.6469,0.5934,2097,1.6899,2.72,29.50
Mountop,8.48,169.0,NETRAL,LAYAK,Mineral,44616.90,2.2467,12375.30,0.6232,0.5717,2120,1.7084,1.54,29.50
Mountop,8.48,169.0,NETRAL,LAYAK,Mineral,44519.20,2.2418,11826.40,0.5955,0.5457,2100,1.6923,2.56,29.56
Mountop,8.48,169.0,NETRAL,LAYAK,Mineral,44546.50,2.2431,12847.50,0.6469,0.5935,2092,1.6859,2.97,29.50
Mountop,8.48,169.0,NETRAL,LAYAK,Mineral,44410.40,2.2363,12735.40,0.6413,0.5883,2098,1.6907,2.67,29.50
Mountop,8.48,169.0,NETRAL,LAYAK,Mineral,44647.30,2.2482,12479.30,0.6284,0.5758,2098,1.6907,2.67,29.56
Mountop,8.48,169.0,NETRAL,LAYAK,Mineral,44640.90,2.2479,13266.90,0.6681,0.6122,2095,1.6883,2.82,29.56
Mountop,8.48,169.0,NETRAL,LAYAK,Mineral,44941.90,2.2630,11791.30,0.5937,0.5447,2093,1.6867,2.92,29.50
Mountop,8.48,169.0,NETRAL,LAYAK,Mineral,44532.00,2.2424,13343.40,0.6719,0.6157,2098,1.6907,2.67,29.56
Mountop,8.48,169.0,NETRAL,LAYAK,Mineral,44761.00,2.2539,12652.20,0.6371,0.5838,2094,1.6875,2.87,29.56
Mountop,8.48,169.0,NETRAL,LAYAK,Mineral,44308.00,2.2311,12363.90,0.6226,0.5712,2095,1.6883,2.82,29.50
Mountop,8.48,169.0,NETRAL,LAYAK,Mineral,44527.30,2.2422,13241.20,0.6668,0.6117,2092,1.6859,2.97,29.50
Mountop,8.48,169.0,NETRAL,LAYAK,Mineral,44559.30,2.2438,12281.00,0.6184,0.5667,2095,1.6883,2.82,29.56
Mountop,8.48,169.0,NETRAL,LAYAK,Mineral,44240.80,2.2277,13020.50,0.6556,0.6015,2094,1.6875,2.87,29.50
Mountop,8.48,169.0,NETRAL,LAYAK,Mineral,44727.30,2.2522,13069.70,0.6581,0.6031,2099,1.6915,2.62,29.56
Mountop,8.48,169.0,NETRAL,LAYAK,Mineral,44736.90,2.2527,11535.40,0.5809,0.5329,2093,1.6867,2.92,29.50
Mountop,8.48,169.0,NETRAL,LAYAK,Mineral,44599.20,2.2458,13959.60,0.7029,0.6442,2093,1.6867,2.92,29.56
Mountop,8.48,169.0,NETRAL,LAYAK,Mineral,44736.90,2.2527,11602.60,0.5842,0.5354,2107,1.6979,2.21,29.56
Mountop,8.48,169.0,NETRAL,LAYAK,Mineral,44736.90,2.2527,13398.00,0.6747,0.6182,2092,1.6859,2.97,29.56
Mountop,8.48,169.0,NETRAL,LAYAK,Mineral,44452.00,2.2384,12557.80,0.6323,0.5795,2094,1.6875,2.87,29.56
Mountop,8.48,169.0,NETRAL,LAYAK,Mineral,44551.20,2.2434,12209.00,0.6148,0.5640,2092,1.6859,2.97,29.50
Mountop,8.48,169.0,NETRAL,LAYAK,Mineral,44861.60,2.2590,13934.10,0.7016,0.6430,2093,1.6867,2.92,29.56
Mountop,8.48,169.0,NETRAL,LAYAK,Mineral,44508.00,2.2412,11645.80,0.5864,0.5380,2100,1.6923,2.56,29.50
Mountop,8.48,169.0,NETRAL,LAYAK,Mineral,44749.80,2.2534,13089.30,0.6591,0.6047,2094,1.6875,2.87,29.50
Mountop,8.48,169.0,NETRAL,LAYAK,Mineral,44879.40,2.2599,13116.30,0.6605,0.6059,2094,1.6875,2.87,29.50
Mountop,8.48,169.0,NETRAL,LAYAK,Mineral,44524.00,2.2420,11722.50,0.5903,0.5415,2093,1.6867,2.92,29.50
Mountop,8.48,169.0,NETRAL,LAYAK,Mineral,44893.80,2.2606,14065.40,0.7083,0.6498,2095,1.6883,2.82,29.50
Mountop,8.48,169.0,NETRAL,LAYAK,Mineral,44896.90,2.2608,11440.70,0.5761,0.5279,2093,1.6867,2.92,29.56
Mountop,8.48,169.0,NETRAL,LAYAK,Mineral,44724.10,2.2521,13412.30,0.6754,0.6189,2094,1.6875,2.87,29.56
Mountop,8.48,169.0,NETRAL,LAYAK,Mineral,44668.00,2.2492,12833.00,0.6462,0.5922,2095,1.6883,2.82,29.56
Mountop,8.48,169.0,NETRAL,LAYAK,Mineral,44684.00,2.2501,11882.60,0.5983,0.5489,2093,1.6867,2.92,29.50
Mountop,8.48,169.0,NETRAL,LAYAK,Mineral,44831.30,2.2575,13372.50,0.6734,0.6178,2094,1.6875,2.87,29.50
Mountop,8.48,169.0,NETRAL,LAYAK,Mineral,44762.50,2.2540,12121.00,0.6104,0.5593,2092,1.6859,2.97,29.56
Mountop,8.48,169.0,NETRAL,LAYAK,Mineral,44831.30,2.2575,12908.50,0.6500,0.5963,2092,1.6859,2.97,29.50
Mountop,8.48,169.0,NETRAL,LAYAK,Mineral,44829.60,2.2574,12976.80,0.6534,0.5988,2103,1.6947,2.41,29.56
Mountop,8.48,169.0,NETRAL,LAYAK,Mineral,45231.40,2.2776,12057.10,0.6071,0.5570,2092,1.6859,2.97,29.50
Mountop,8.48,169.0,NETRAL,LAYAK,Mineral,45162.60,2.2742,13449.20,0.6772,0.6206,2093,1.6867,2.92,29.56
Mountop,8.48,169.0,NETRAL,LAYAK,Mineral,44834.40,2.2576,12210.50,0.6149,0.5634,2095,1.6883,2.82,29.56
Mountop,8.48,169.0,NETRAL,LAYAK,Mineral,45281.00,2.2801,13189.90,0.6642,0.6093,2093,1.6867,2.92,29.50
Mountop,8.48,169.0,NETRAL,LAYAK,Mineral,44928.90,2.2624,13097.00,0.6595,0.6043,2093,1.6867,2.92,29.56
Mountop,8.48,169.0,NETRAL,LAYAK,Mineral,44592.80,2.2455,11655.40,0.5869,0.5384,2094,1.6875,2.87,29.50
Mountop,8.48,169.0,NETRAL,LAYAK,Mineral,45322.50,2.2822,13919.70,0.7009,0.6423,2095,1.6883,2.82,29.56
Mountop,8.48,169.0,NETRAL,LAYAK,Mineral,44932.10,2.2625,11408.70,0.5745,0.5264,2094,1.6875,2.87,29.56
Mountop,8.48,169.0,NETRAL,LAYAK,Mineral,45111.40,2.2716,13238.10,0.6666,0.6109,2092,1.6859,2.97,29.56
Mountop,8.48,169.0,NETRAL,LAYAK,Mineral,44762.40,2.2540,12524.20,0.6307,0.5786,2092,1.6859,2.97,29.50
Mountop,8.48,169.0,NETRAL,LAYAK,Mineral,45365.80,2.2844,12410.50,0.6249,0.5733,2091,1.6851,3.03,29.50
Mountop,8.48,169.0,NETRAL,LAYAK,Mineral,44565.60,2.2441,13103.60,0.6598,0.6053,2095,1.6883,2.82,29.50
Mountop,8.48,169.0,NETRAL,LAYAK,Mineral,45260.20,2.2791,12591.10,0.6340,0.5817,2096,1.6891,2.77,29.50
Mountop,8.48,169.0,NETRAL,LAYAK,Mineral,44781.70,2.2550,12106.70,0.6096,0.5593,2095,1.6883,2.82,29.50
Mountop,8.48,169.0,NETRAL,LAYAK,Mineral,45204.20,2.2762,13310.10,0.6702,0.6149,2094,1.6875,2.87,29.50
Mountop,8.48,169.0,NETRAL,LAYAK,Mineral,45241.00,2.2781,12221.70,0.6154,0.5646,2097,1.6899,2.72,29.50
Mountop,8.48,169.0,NETRAL,LAYAK,Mineral,45293.80,2.2808,12729.20,0.6410,0.5881,2084,1.6794,3.38,29.50
Mountop,8.48,169.0,NETRAL,LAYAK,Mineral,45364.20,2.2843,12975.20,0.6534,0.5994,2093,1.6867,2.92,29.50
Mountop,8.48,169.0,NETRAL,LAYAK,Mineral,44570.40,2.2443,12049.00,0.6067,0.5560,2094,1.6875,2.87,29.56
Mountop,8.48,169.0,NETRAL,LAYAK,Mineral,45337.00,2.2829,13029.70,0.6561,0.6019,2099,1.6915,2.62,29.50
Mountop,8.48,169.0,NETRAL,LAYAK,Mineral,44764.00,2.2541,11609.00,0.5846,0.5363,2093,1.6867,2.92,29.50
Mountop,8.48,169.0,NETRAL,LAYAK,Mineral,45047.40,2.2684,13982.00,0.7041,0.6459,2093,1.6867,2.92,29.50
Mountop,8.48,169.0,NETRAL,LAYAK,Mineral,45181.80,2.2751,11562.40,0.5822,0.5341,2094,1.6875,2.87,29.50
Mountop,8.48,169.0,NETRAL,LAYAK,Mineral,45217.00,2.2769,13231.60,0.6663,0.6113,2093,1.6867,2.92,29.50
Mountop,8.48,169.0,NETRAL,LAYAK,Mineral,45218.60,2.2770,13066.60,0.6580,0.6029,2099,1.6915,2.62,29.56
Mountop,8.48,169.0,NETRAL,LAYAK,Mineral,44876.10,2.2597,11634.60,0.5859,0.5369,2096,1.6891,2.77,29.56
Mountop,8.48,169.0,NETRAL,LAYAK,Mineral,44965.70,2.2642,13873.20,0.6986,0.6402,2092,1.6859,2.97,29.56
Mountop,8.48,169.0,NETRAL,LAYAK,Mineral,45132.20,2.2726,11538.60,0.5810,0.5330,2091,1.6851,3.03,29.50
Mountop,8.48,169.0,NETRAL,LAYAK,Mineral,45474.60,2.2899,13410.60,0.6753,0.6195,2094,1.6875,2.87,29.50
Mountop,8.48,169.0,NETRAL,LAYAK,Mineral,45151.40,2.2736,12583.30,0.6336,0.5806,2118,1.7068,1.64,29.56
Mountop,8.48,169.0,NETRAL,LAYAK,Mineral,45269.80,2.2796,12872.90,0.6482,0.5940,2094,1.6875,2.87,29.56
Mountop,8.48,169.0,NETRAL,LAYAK,Mineral,44970.50,2.2645,12690.90,0.6390,0.5863,2106,1.6971,2.26,29.50
Mountop,8.48,169.0,NETRAL,LAYAK,Mineral,45084.10,2.2702,12139.90,0.6113,0.5602,2094,1.6875,2.87,29.56
Mountop,8.48,169.0,NETRAL,LAYAK,Mineral,45088.80,2.2704,13236.30,0.6665,0.6115,2095,1.6883,2.82,29.50
Mountop,8.48,169.0,NETRAL,LAYAK,Mineral,45087.30,2.2704,12992.90,0.6543,0.6002,2096,1.6891,2.77,29.50
Mountop,8.48,169.0,NETRAL,LAYAK,Mineral,45421.80,2.2872,11815.40,0.5950,0.5452,2091,1.6851,3.03,29.56
Vola,8.35,79.0,NETRAL,LAYAK,Mineral,43563.70,2.1936,12965.90,0.6529,0.5997,2064,1.6633,4.41,29.44
Vola,8.35,79.0,NETRAL,LAYAK,Mineral,43768.50,2.2040,13991.70,0.7045,0.6471,2071,1.6689,4.05,29.44
Vola,8.35,79.0,NETRAL,LAYAK,Mineral,43595.60,2.1952,14047.90,0.7074,0.6497,2089,1.6834,3.13,29.44
Vola,8.35,79.0,NETRAL,LAYAK,Mineral,44115.70,2.2214,14521.50,0.7312,0.6716,2068,1.6665,4.21,29.44
Vola,8.35,79.0,NETRAL,LAYAK,Mineral,44119.00,2.2216,13637.80,0.6867,0.6307,2070,1.6681,4.10,29.44
Vola,8.35,79.0,NETRAL,LAYAK,Mineral,44034.10,2.2173,12314.50,0.6201,0.5695,2072,1.6697,4.00,29.44
Vola,8.35,79.0,NETRAL,LAYAK,Mineral,44019.80,2.2166,14295.80,0.7199,0.6612,2067,1.6657,4.26,29.44
Vola,8.35,79.0,NETRAL,LAYAK,Mineral,43918.90,2.2115,12813.70,0.6452,0.5926,2070,1.6681,4.10,29.44
Vola,8.35,79.0,NETRAL,LAYAK,Mineral,44136.70,2.2225,14472.00,0.7287,0.6693,2067,1.6657,4.26,29.44
Vola,8.35,79.0,NETRAL,LAYAK,Mineral,44117.30,2.2215,13410.70,0.6753,0.6202,2067,1.6657,4.26,29.44
Vola,8.35,79.0,NETRAL,LAYAK,Mineral,44146.30,2.2230,13097.30,0.6595,0.6058,2071,1.6689,4.05,29.44
Vola,8.35,79.0,NETRAL,LAYAK,Mineral,43882.10,2.2097,15148.80,0.7628,0.6998,2074,1.6714,3.90,29.50
Vola,8.35,79.0,NETRAL,LAYAK,Mineral,44042.40,2.2177,12826.50,0.6459,0.5932,2066,1.6649,4.31,29.44
Vola,8.35,79.0,NETRAL,LAYAK,Mineral,44221.40,2.2268,14555.30,0.7329,0.6732,2067,1.6657,4.26,29.44
Vola,8.35,79.0,NETRAL,LAYAK,Mineral,44158.80,2.2236,14172.60,0.7137,0.6547,2066,1.6649,4.31,29.50
Vola,8.35,79.0,NETRAL,LAYAK,Mineral,43923.80,2.2118,13186.90,0.6640,0.6099,2067,1.6657,4.26,29.44
Vola,8.35,79.0,NETRAL,LAYAK,Mineral,43701.20,2.2006,13876.40,0.6987,0.6418,2088,1.6826,3.18,29.44
Vola,8.35,79.0,NETRAL,LAYAK,Mineral,44245.50,2.2280,14379.10,0.7241,0.6650,2065,1.6641,4.36,29.44
