nama_sample,ph_label,ppm_label,status_air,kelayakan,jenis_air,raw_ph,volt_ph,raw_tds,volt_tds,comp_volt_tds,raw_turb,volt_turb,ntu_sensor,suhu
Kolam Renang,2.49,492.0,ASAM,TIDAK LAYAK,Air Mentah,52676.40,2.6525,25917.90,1.3051,1.2112,2173,1.7511,0.00,28.88
Kolam Renang,2.49,492.0,ASAM,TIDAK LAYAK,Air Mentah,52887.70,2.6631,21108.80,1.0629,0.9865,2172,1.7503,0.00,28.88
Kolam Renang,2.49,492.0,ASAM,TIDAK LAYAK,Air Mentah,53324.60,2.6851,16642.00,0.8380,0.7777,2173,1.7511,0.00,28.88
Kolam Renang,2.49,492.0,ASAM,TIDAK LAYAK,Air Mentah,52996.50,2.6686,25471.40,1.2826,1.1904,2173,1.7511,0.00,28.88
Kolam Renang,2.49,492.0,ASAM,TIDAK LAYAK,Air Mentah,53182.10,2.6780,21315.10,1.0733,0.9973,2171,1.7495,0.00,28.81
Kolam Renang,2.49,492.0,ASAM,TIDAK LAYAK,Air Mentah,52916.50,2.6646,17175.00,0.8648,0.8036,2173,1.7511,0.00,28.81
Kolam Renang,2.49,492.0,ASAM,TIDAK LAYAK,Air Mentah,52871.60,2.6623,20113.40,1.0128,0.9411,2170,1.7487,0.00,28.81
Kolam Renang,2.49,492.0,ASAM,TIDAK LAYAK,Air Mentah,52951.70,2.6664,24220.00,1.2196,1.1332,2171,1.7495,0.00,28.81
Kolam Renang,2.49,492.0,ASAM,TIDAK LAYAK,Air Mentah,53066.90,2.6722,14121.40,0.7111,0.6599,2174,1.7519,0.00,28.88
Kolam Renang,2.49,492.0,ASAM,TIDAK LAYAK,Air Mentah,53114.90,2.6746,14883.00,0.7494,0.6955,2170,1.7487,0.00,28.88
Kolam Renang,2.49,492.0,ASAM,TIDAK LAYAK,Air Mentah,52751.60,2.6563,16641.90,0.8380,0.7777,2171,1.7495,0.00,28.88
Kolam Renang,2.49,492.0,ASAM,TIDAK LAYAK,Air Mentah,53070.10,2.6723,14946.90,0.7526,0.6985,2171,1.7495,0.00,28.88
Kolam Renang,2.49,492.0,ASAM,TIDAK LAYAK,Air Mentah,53145.30,2.6761,20457.20,1.0301,0.9560,2182,1.7584,0.00,28.88
Kolam Renang,2.49,492.0,ASAM,TIDAK LAYAK,Air Mentah,53014.10,2.6695,16915.40,0.8518,0.7914,2169,1.7479,0.00,28.81
Kolam Renang,2.49,492.0,ASAM,TIDAK LAYAK,Air Mentah,53332.60,2.6856,14715.20,0.7410,0.6877,2169,1.7479,0.00,28.88
Kolam Renang,2.49,492.0,ASAM,TIDAK LAYAK,Air Mentah,52801.30,2.6588,15030.50,0.7569,0.7024,2177,1.7544,0.00,28.88
Kolam Renang,2.49,492.0,ASAM,TIDAK LAYAK,Air Mentah,53066.90,2.6722,15083.20,0.7595,0.7057,2171,1.7495,0.00,28.81
Kolam Renang,2.49,492.0,ASAM,TIDAK LAYAK,Air Mentah,53251.00,2.6814,14539.20,0.7321,0.6795,2171,1.7495,0.00,28.88
Kolam Renang,2.49,492.0,ASAM,TIDAK LAYAK,Air Mentah,52852.40,2.6614,14729.60,0.7417,0.6884,2178,1.7552,0.00,28.88
Kolam Renang,2.49,492.0,ASAM,TIDAK LAYAK,Air Mentah,53018.90,2.6698,15180.90,0.7644,0.7103,2170,1.7487,0.00,28.81
Kolam Renang,2.49,492.0,ASAM,TIDAK LAYAK,Air Mentah,52969.30,2.6673,14839.90,0.7473,0.6935,2171,1.7495,0.00,28.88
Kolam Renang,2.49,492.0,ASAM,TIDAK LAYAK,Air Mentah,52854.10,2.6615,14140.80,0.7121,0.6616,2171,1.7495,0.00,28.81
Kolam Renang,2.49,492.0,ASAM,TIDAK LAYAK,Air Mentah,52922.90,2.6649,14510.30,0.7307,0.6781,2171,1.7495,0.00,28.88
Kolam Renang,2.49,492.0,ASAM,TIDAK LAYAK,Air Mentah,52865.20,2.6620,14651.10,0.7378,0.6847,2171,1.7495,0.00,28.88
Kolam Renang,2.49,492.0,ASAM,TIDAK LAYAK,Air Mentah,52818.90,2.6597,14364.70,0.7233,0.6713,2168,1.7471,0.00,28.88
Kolam Renang,2.49,492.0,ASAM,TIDAK LAYAK,Air Mentah,53254.20,2.6816,16467.80,0.8292,0.7705,2168,1.7471,0.00,28.81
Kolam Renang,2.49,492.0,ASAM,TIDAK LAYAK,Air Mentah,53086.10,2.6731,17162.20,0.8642,0.8020,2166,1.7455,0.00,28.88
Kolam Renang,2.49,492.0,ASAM,TIDAK LAYAK,Air Mentah,52639.60,2.6507,14881.70,0.7494,0.6955,2169,1.7479,0.00,28.88
Kolam Renang,2.49,492.0,ASAM,TIDAK LAYAK,Air Mentah,53339.00,2.6859,13748.40,0.6923,0.6425,2169,1.7479,0.00,28.88
Kolam Renang,2.49,492.0,ASAM,TIDAK LAYAK,Air Mentah,53356.60,2.6868,16576.40,0.8347,0.7756,2168,1.7471,0.00,28.81
Kolam Renang,2.49,492.0,ASAM,TIDAK LAYAK,Air Mentah,52902.00,2.6639,15008.00,0.7557,0.7014,2168,1.7471,0.00,28.88
Kolam Renang,2.49,492.0,ASAM,TIDAK LAYAK,Air Mentah,53252.50,2.6815,14356.80,0.7229,0.6709,2181,1.7576,0.00,28.88
Kolam Renang,2.49,492.0,ASAM,TIDAK LAYAK,Air Mentah,53236.50,2.6807,15974.70,0.8044,0.7465,2174,1.7519,0.00,28.88
Kolam Renang,2.49,492.0,ASAM,TIDAK LAYAK,Air Mentah,53159.70,2.6768,16322.20,0.8219,0.7628,2169,1.7479,0.00,28.88
Kolam Renang,2.49,492.0,ASAM,TIDAK LAYAK,Air Mentah,53190.10,2.6784,14275.00,0.7188,0.6671,2170,1.7487,0.00,28.88
Kolam Renang,2.49,492.0,ASAM,TIDAK LAYAK,Air Mentah,52857.20,2.6616,14971.20,0.7539,0.6996,2172,1.7503,0.00,28.88
Kolam Renang,2.49,492.0,ASAM,TIDAK LAYAK,Air Mentah,53186.90,2.6782,17786.20,0.8956,0.8322,2169,1.7479,0.00,28.81
Kolam Renang,2.49,492.0,ASAM,TIDAK LAYAK,Air Mentah,53420.60,2.6900,16760.60,0.8440,0.7833,2171,1.7495,0.00,28.88
Kolam Renang,2.49,492.0,ASAM,TIDAK LAYAK,Air Mentah,53534.20,2.6957,14902.60,0.7504,0.6964,2169,1.7479,0.00,28.88
Kolam Renang,2.49,492.0,ASAM,TIDAK LAYAK,Air Mentah,53231.70,2.6805,17514.50,0.8819,0.8195,2170,1.7487,0.00,28.81
Kolam Renang,2.49,492.0,ASAM,TIDAK LAYAK,Air Mentah,52876.40,2.6626,16855.00,0.8487,0.7877,2170,1.7487,0.00,28.88
Kolam Renang,2.49,492.0,ASAM,TIDAK LAYAK,Air Mentah,53113.30,2.6745,15158.60,0.7633,0.7084,2170,1.7487,0.00,28.88
Kolam Renang,2.49,492.0,ASAM,TIDAK LAYAK,Air Mentah,53126.10,2.6752,16682.10,0.8400,0.7796,2170,1.7487,0.00,28.88
Kolam Renang,2.49,492.0,ASAM,TIDAK LAYAK,Air Mentah,53046.10,2.6711,17725.60,0.8926,0.8284,2171,1.7495,0.00,28.88
Kolam Renang,2.49,492.0,ASAM,TIDAK LAYAK,Air Mentah,53300.50,2.6839,15361.80,0.7735,0.7179,2169,1.7479,0.00,28.88
Kolam Renang,2.49,492.0,ASAM,TIDAK LAYAK,Air Mentah,53441.30,2.6910,13972.80,0.7036,0.6530,2170,1.7487,0.00,28.88
Kolam Renang,2.49,492.0,ASAM,TIDAK LAYAK,Air Mentah,53539.00,2.6959,15968.10,0.8041,0.7462,2169,1.7479,0.00,28.88
Kolam Renang,2.49,492.0,ASAM,TIDAK LAYAK,Air Mentah,53169.30,2.6773,14432.10,0.7267,0.6752,2170,1.7487,0.00,28.81
Kolam Renang,2.49,492.0,ASAM,TIDAK LAYAK,Air Mentah,53436.50,2.6908,14135.70,0.7118,0.6606,2173,1.7511,0.00,28.88
Kolam Renang,2.49,492.0,ASAM,TIDAK LAYAK,Air Mentah,53428.50,2.6904,17221.20,0.8672,0.8048,2169,1.7479,0.00,28.88
Kolam Renang,2.49,492.0,ASAM,TIDAK LAYAK,Air Mentah,53302.10,2.6840,16939.80,0.8530,0.7916,2168,1.7471,0.00,28.88
Kolam Renang,2.49,492.0,ASAM,TIDAK LAYAK,Air Mentah,53268.50,2.6823,15288.00,0.7698,0.7145,2168,1.7471,0.00,28.88
Kolam Renang,2.49,492.0,ASAM,TIDAK LAYAK,Air Mentah,53100.50,2.6739,16469.10,0.8293,0.7696,2168,1.7471,0.00,28.88
Kolam Renang,2.49,492.0,ASAM,TIDAK LAYAK,Air Mentah,53047.60,2.6712,17938.30,0.9033,0.8383,2168,1.7471,0.00,28.88
Kolam Renang,2.49,492.0,ASAM,TIDAK LAYAK,Air Mentah,52990.00,2.6683,16842.10,0.8481,0.7871,2168,1.7471,0.00,28.88
Kolam Renang,2.49,492.0,ASAM,TIDAK LAYAK,Air Mentah,53218.90,2.6798,14971.10,0.7539,0.6996,2165,1.7447,0.00,28.88
Kolam Renang,2.49,492.0,ASAM,TIDAK LAYAK,Air Mentah,53020.40,2.6698,17424.40,0.8774,0.8143,2167,1.7463,0.00,28.88
Kolam Renang,2.49,492.0,ASAM,TIDAK LAYAK,Air Mentah,53207.70,2.6793,17075.70,0.8598,0.7989,2174,1.7519,0.00,28.81
Kolam Renang,2.49,492.0,ASAM,TIDAK LAYAK,Air Mentah,53446.10,2.6913,15046.40,0.7577,0.7032,2162,1.7423,0.00,28.88
Kolam Renang,2.49,492.0,ASAM,TIDAK LAYAK,Air Mentah,53623.80,2.7002,16410.00,0.8263,0.7669,2168,1.7471,0.00,28.88
Kolam Renang,2.49,492.0,ASAM,TIDAK LAYAK,Air Mentah,53606.20,2.6993,17549.30,0.8837,0.8201,2170,1.7487,0.00,28.88
Kolam Renang,2.49,492.0,ASAM,TIDAK LAYAK,Air Mentah,53449.30,2.6914,15355.00,0.7732,0.7176,2171,1.7495,0.00,28.88
Kolam Renang,2.49,492.0,ASAM,TIDAK LAYAK,Air Mentah,53095.60,2.6736,14655.90,0.7380,0.6849,2170,1.7487,0.00,28.88
Kolam Renang,2.49,492.0,ASAM,TIDAK LAYAK,Air Mentah,53351.70,2.6865,16354.00,0.8235,0.7643,2170,1.7487,0.00,28.88
Kolam Renang,2.49,492.0,ASAM,TIDAK LAYAK,Air Mentah,53215.70,2.6797,17240.50,0.8681,0.8057,2171,1.7495,0.00,28.88
Kolam Renang,2.49,492.0,ASAM,TIDAK LAYAK,Air Mentah,53196.50,2.6787,14599.90,0.7352,0.6823,2171,1.7495,0.00,28.88
Kolam Renang,2.49,492.0,ASAM,TIDAK LAYAK,Air Mentah,53324.50,2.6851,16025.90,0.8070,0.7489,2172,1.7503,0.00,28.88
Kolam Renang,2.49,492.0,ASAM,TIDAK LAYAK,Air Mentah,53284.50,2.6831,18368.70,0.9250,0.8584,2172,1.7503,0.00,28.88
Kolam Renang,2.49,492.0,ASAM,TIDAK LAYAK,Air Mentah,53377.30,2.6878,16935.00,0.8528,0.7923,2170,1.7487,0.00,28.81
Kolam Renang,2.49,492.0,ASAM,TIDAK LAYAK,Air Mentah,53276.50,2.6827,15135.90,0.7622,0.7073,2170,1.7487,0.00,28.88
Kolam Renang,2.49,492.0,ASAM,TIDAK LAYAK,Air Mentah,53244.50,2.6811,22949.00,1.1556,1.0725,2171,1.7495,0.00,28.88
Kolam Renang,2.49,492.0,ASAM,TIDAK LAYAK,Air Mentah,53670.20,2.7026,36992.70,1.8628,1.7308,2185,1.7608,0.00,28.81
Kolam Renang,2.49,492.0,ASAM,TIDAK LAYAK,Air Mentah,53372.50,2.6876,16943.00,0.8532,0.7918,2170,1.7487,0.00,28.88
Kolam Renang,2.49,492.0,ASAM,TIDAK LAYAK,Air Mentah,53033.20,2.6705,23522.20,1.1845,1.0993,2171,1.7495,0.00,28.88
Kolam Renang,2.49,492.0,ASAM,TIDAK LAYAK,Air Mentah,53686.20,2.7034,22678.70,1.1420,1.0598,2171,1.7495,0.00,28.88
Kolam Renang,2.49,492.0,ASAM,TIDAK LAYAK,Air Mentah,53190.10,2.6784,24652.10,1.2414,1.1521,2169,1.7479,0.00,28.88
Kolam Renang,2.49,492.0,ASAM,TIDAK LAYAK,Air Mentah,53246.00,2.6812,15796.90,0.7954,0.7382,2169,1.7479,0.00,28.88
Kolam Renang,2.49,492.0,ASAM,TIDAK LAYAK,Air Mentah,53290.90,2.6835,16701.20,0.8410,0.7805,2169,1.7479,0.00,28.88
Kolam Renang,2.49,492.0,ASAM,TIDAK LAYAK,Air Mentah,53561.40,2.6971,19159.40,0.9648,0.8954,2170,1.7487,0.00,28.88
Kolam Renang,2.49,492.0,ASAM,TIDAK LAYAK,Air Mentah,53668.60,2.7025,17839.30,0.8983,0.8337,2169,1.7479,0.00,28.88
Kolam Renang,2.49,492.0,ASAM,TIDAK LAYAK,Air Mentah,53764.60,2.7073,15276.90,0.7693,0.7139,2170,1.7487,0.00,28.88
Kolam Renang,2.49,492.0,ASAM,TIDAK LAYAK,Air Mentah,53417.30,2.6898,30440.50,1.5328,1.4226,2168,1.7471,0.00,28.88
Kolam Renang,2.49,492.0,ASAM,TIDAK LAYAK,Air Mentah,53481.30,2.6930,33467.00,1.6852,1.5640,2170,1.7487,0.00,28.88
Kolam Renang,2.49,492.0,ASAM,TIDAK LAYAK,Air Mentah,53470.10,2.6925,24759.40,1.2468,1.1571,2169,1.7479,0.00,28.88
Kolam Renang,2.49,492.0,ASAM,TIDAK LAYAK,Air Mentah,53614.20,2.6997,29590.90,1.4900,1.3829,2169,1.7479,0.00,28.88
Kolam Renang,2.49,492.0,ASAM,TIDAK LAYAK,Air Mentah,53663.80,2.7022,32591.50,1.6411,1.5231,2169,1.7479,0.00,28.88
Kolam Renang,2.49,492.0,ASAM,TIDAK LAYAK,Air Mentah,53519.80,2.6950,30943.20,1.5581,1.4477,2169,1.7479,0.00,28.81
Kolam Renang,2.49,492.0,ASAM,TIDAK LAYAK,Air Mentah,53670.20,2.7026,22219.60,1.1189,1.0384,2170,1.7487,0.00,28.88
Kolam Renang,2.49,492.0,ASAM,TIDAK LAYAK,Air Mentah,53831.80,2.7107,29301.30,1.4755,1.3693,2168,1.7471,0.00,28.88
Kolam Renang,2.49,492.0,ASAM,TIDAK LAYAK,Air Mentah,53364.50,2.6872,31192.80,1.5707,1.4577,2171,1.7495,0.00,28.88
Kolam Renang,2.49,492.0,ASAM,TIDAK LAYAK,Air Mentah,53321.30,2.6850,26314.90,1.3251,1.2312,2169,1.7479,0.00,28.81
Kolam Renang,2.49,492.0,ASAM,TIDAK LAYAK,Air Mentah,53830.20,2.7106,15286.60,0.7698,0.7144,2171,1.7495,0.00,28.88
Kolam Renang,2.49,492.0,ASAM,TIDAK LAYAK,Air Mentah,53287.70,2.6833,27171.10,1.3682,1.2698,2170,1.7487,0.00,28.88
Kolam Renang,2.49,492.0,ASAM,TIDAK LAYAK,Air Mentah,53398.10,2.6888,26711.60,1.3451,1.2483,2172,1.7503,0.00,28.88
Kolam Renang,2.49,492.0,ASAM,TIDAK LAYAK,Air Mentah,53313.30,2.6846,15806.30,0.7959,0.7387,2170,1.7487,0.00,28.88
Kolam Renang,2.49,492.0,ASAM,TIDAK LAYAK,Air Mentah,53494.10,2.6937,15067.30,0.7587,0.7041,2164,1.7439,0.00,28.88
Kolam Renang,2.49,492.0,ASAM,TIDAK LAYAK,Air Mentah,53074.80,2.6726,16723.70,0.8421,0.7815,2169,1.7479,0.00,28.88
Kolam Renang,2.49,492.0,ASAM,TIDAK LAYAK,Air Mentah,53654.20,2.7017,19439.40,0.9789,0.9085,2168,1.7471,0.00,28.88
Kolam Renang,2.49,492.0,ASAM,TIDAK LAYAK,Air Mentah,53511.70,2.6946,17687.10,0.8906,0.8275,2168,1.7471,0.00,28.81
Kolam Renang,2.49,492.0,ASAM,TIDAK LAYAK,Air Mentah,53335.70,2.6857,15507.30,0.7809,0.7247,2169,1.7479,0.00,28.88
Kolam Renang,2.49,492.0,ASAM,TIDAK LAYAK,Air Mentah,53306.90,2.6843,15864.00,0.7988,0.7422,2169,1.7479,0.00,28.81
Kolam Renang,2.49,492.0,ASAM,TIDAK LAYAK,Air Mentah,52946.80,2.6661,18501.60,0.9316,0.8646,2168,1.7471,0.00,28.88
Kolam Renang,2.49,492.0,ASAM,TIDAK LAYAK,Air Mentah,53556.60,2.6968,15813.00,0.7963,0.7390,2158,1.7390,0.00,28.88
Kolam Renang,2.49,492.0,ASAM,TIDAK LAYAK,Air Mentah,53204.50,2.6791,14063.60,0.7082,0.6572,2170,1.7487,0.00,28.88
Kolam Renang,2.49,492.0,ASAM,TIDAK LAYAK,Air Mentah,53374.10,2.6876,16093.00,0.8104,0.7521,2170,1.7487,0.00,28.88
Kolam Renang,2.49,492.0,ASAM,TIDAK LAYAK,Air Mentah,53207.70,2.6793,30306.20,1.5261,1.4163,2171,1.7495,0.00,28.88
Kolam Renang,2.49,492.0,ASAM,TIDAK LAYAK,Air Mentah,53262.10,2.6820,20902.40,1.0525,0.9768,2170,1.7487,0.00,28.88
Kolam Renang,2.49,492.0,ASAM,TIDAK LAYAK,Air Mentah,52857.20,2.6616,14122.80,0.7112,0.6600,2169,1.7479,0.00,28.88
Kolam Renang,2.49,492.0,ASAM,TIDAK LAYAK,Air Mentah,52860.40,2.6618,16435.50,0.8276,0.7681,2169,1.7479,0.00,28.88
Kolam Renang,2.49,492.0,ASAM,TIDAK LAYAK,Air Mentah,53286.10,2.6832,17400.50,0.8762,0.8132,2169,1.7479,0.00,28.88
Kolam Renang,2.49,492.0,ASAM,TIDAK LAYAK,Air Mentah,53377.30,2.6878,15260.90,0.7685,0.7132,2169,1.7479,0.00,28.88
Kolam Renang,2.49,492.0,ASAM,TIDAK LAYAK,Air Mentah,53353.30,2.6866,16297.80,0.8207,0.7616,2168,1.7471,0.00,28.88
Kolam Renang,2.49,492.0,ASAM,TIDAK LAYAK,Air Mentah,53513.30,2.6946,18271.20,0.9200,0.8539,2169,1.7479,0.00,28.88
Kolam Renang,2.49,492.0,ASAM,TIDAK LAYAK,Air Mentah,53484.60,2.6932,15766.60,0.7939,0.7368,2169,1.7479,0.00,28.88
Kolam Renang,2.49,492.0,ASAM,TIDAK LAYAK,Air Mentah,53114.90,2.6746,14888.10,0.7497,0.6958,2170,1.7487,0.00,28.88
Kolam Renang,2.49,492.0,ASAM,TIDAK LAYAK,Air Mentah,53447.70,2.6913,16427.60,0.8272,0.7677,2169,1.7479,0.00,28.88
Kolam Renang,2.49,492.0,ASAM,TIDAK LAYAK,Air Mentah,53484.60,2.6932,17726.90,0.8926,0.8284,2168,1.7471,0.00,28.88
Kolam Renang,2.49,492.0,ASAM,TIDAK LAYAK,Air Mentah,52985.20,2.6681,15500.90,0.7805,0.7244,2169,1.7479,0.00,28.88
Kolam Renang,2.49,492.0,ASAM,TIDAK LAYAK,Air Mentah,53266.90,2.6822,14307.00,0.7204,0.6694,2169,1.7479,0.00,28.81
Kolam Renang,2.49,492.0,ASAM,TIDAK LAYAK,Air Mentah,53143.70,2.6760,18136.70,0.9133,0.8476,2168,1.7471,0.00,28.88
Kolam Renang,2.49,492.0,ASAM,TIDAK LAYAK,Air Mentah,53238.10,2.6808,15456.00,0.7783,0.7223,2169,1.7479,0.00,28.88
Kolam Renang,2.49,492.0,ASAM,TIDAK LAYAK,Air Mentah,53470.20,2.6925,13727.60,0.6913,0.6415,2169,1.7479,0.00,28.88
Kolam Renang,2.49,492.0,ASAM,TIDAK LAYAK,Air Mentah,53220.50,2.6799,20641.40,1.0394,0.9646,2169,1.7479,0.00,28.88
Kolam Renang,2.49,492.0,ASAM,TIDAK LAYAK,Air Mentah,52748.40,2.6561,17453.30,0.8789,0.8156,2169,1.7479,0.00,28.88
Kolam Renang,2.49,492.0,ASAM,TIDAK LAYAK,Air Mentah,53233.30,2.6806,15225.60,0.7667,0.7115,2171,1.7495,0.00,28.88
Kolam Renang,2.49,492.0,ASAM,TIDAK LAYAK,Air Mentah,53508.60,2.6944,15009.60,0.7558,0.7014,2173,1.7511,0.00,28.88
Kolam Renang,2.49,492.0,ASAM,TIDAK LAYAK,Air Mentah,52954.90,2.6665,16928.40,0.8524,0.7911,2169,1.7479,0.00,28.88
Kolam Renang,2.49,492.0,ASAM,TIDAK LAYAK,Air Mentah,53167.70,2.6772,17556.00,0.8840,0.8204,2170,1.7487,0.00,28.88
Kolam Renang,2.49,492.0,ASAM,TIDAK LAYAK,Air Mentah,52964.40,2.6670,15268.90,0.7689,0.7136,2172,1.7503,0.00,28.88
Kolam Renang,2.49,492.0,ASAM,TIDAK LAYAK,Air Mentah,53092.50,2.6735,16579.80,0.8349,0.7748,2169,1.7479,0.00,28.88
Kolam Renang,2.49,492.0,ASAM,TIDAK LAYAK,Air Mentah,53220.50,2.6799,19276.20,0.9706,0.9008,2170,1.7487,0.00,28.88
Kolam Renang,2.49,492.0,ASAM,TIDAK LAYAK,Air Mentah,53042.90,2.6710,18493.50,0.9312,0.8643,2169,1.7479,0.00,28.88
Kolam Renang,2.49,492.0,ASAM,TIDAK LAYAK,Air Mentah,53127.70,2.6752,15595.50,0.7853,0.7288,2170,1.7487,0.00,28.88
Kolam Renang,2.49,492.0,ASAM,TIDAK LAYAK,Air Mentah,53215.70,2.6797,16214.70,0.8165,0.7578,2169,1.7479,0.00,28.88
Kolam Renang,2.49,492.0,ASAM,TIDAK LAYAK,Air Mentah,53327.70,2.6853,19087.70,0.9612,0.8920,2169,1.7479,0.00,28.88
Kolam Renang,2.49,492.0,ASAM,TIDAK LAYAK,Air Mentah,53239.70,2.6809,18043.90,0.9086,0.8442,2170,1.7487,0.00,28.81
Kolam Renang,2.49,492.0,ASAM,TIDAK LAYAK,Air Mentah,53306.90,2.6843,17436.00,0.8780,0.8148,2172,1.7503,0.00,28.88
Kolam Renang,2.49,492.0,ASAM,TIDAK LAYAK,Air Mentah,53110.10,2.6743,30208.50,1.5211,1.4117,2169,1.7479,0.00,28.88
Kolam Renang,2.49,492.0,ASAM,TIDAK LAYAK,Air Mentah,53510.20,2.6945,33076.40,1.6656,1.5458,2172,1.7503,0.00,28.88
Kolam Renang,2.49,492.0,ASAM,TIDAK LAYAK,Air Mentah,53585.40,2.6983,23198.90,1.1682,1.0842,2171,1.7495,0.00,28.88
Kolam Renang,2.49,492.0,ASAM,TIDAK LAYAK,Air Mentah,53129.30,2.6753,18090.50,0.9109,0.8454,2171,1.7495,0.00,28.88
Kolam Renang,2.49,492.0,ASAM,TIDAK LAYAK,Air Mentah,52777.20,2.6576,23238.90,1.1702,1.0860,2170,1.7487,0.00,28.88
Kolam Renang,2.49,492.0,ASAM,TIDAK LAYAK,Air Mentah,53145.30,2.6761,33574.20,1.6906,1.5690,2170,1.7487,0.00,28.88
Kolam Renang,2.49,492.0,ASAM,TIDAK LAYAK,Air Mentah,53308.50,2.6843,23842.20,1.2006,1.1142,2170,1.7487,0.00,28.88
Kolam Renang,2.49,492.0,ASAM,TIDAK LAYAK,Air Mentah,53114.90,2.6746,20876.80,1.0512,0.9756,2171,1.7495,0.00,28.88
Kolam Renang,2.49,492.0,ASAM,TIDAK LAYAK,Air Mentah,53491.00,2.6935,29065.90,1.4636,1.3583,2171,1.7495,0.00,28.88
Kolam Renang,2.49,492.0,ASAM,TIDAK LAYAK,Air Mentah,52887.60,2.6631,20130.90,1.0137,0.9408,2170,1.7487,0.00,28.88
Kolam Renang,2.49,492.0,ASAM,TIDAK LAYAK,Air Mentah,53321.30,2.6850,15856.40,0.7984,0.7410,2171,1.7495,0.00,28.88
Kolam Renang,2.49,492.0,ASAM,TIDAK LAYAK,Air Mentah,53316.50,2.6847,20681.60,1.0414,0.9665,2170,1.7487,0.00,28.88
Kolam Renang,2.49,492.0,ASAM,TIDAK LAYAK,Air Mentah,53142.10,2.6760,32457.10,1.6344,1.5168,2171,1.7495,0.00,28.88
Kolam Renang,2.49,492.0,ASAM,TIDAK LAYAK,Air Mentah,53647.80,2.7014,32069.90,1.6149,1.4987,2169,1.7479,0.00,28.88
Kolam Renang,2.49,492.0,ASAM,TIDAK LAYAK,Air Mentah,53065.30,2.6721,25956.40,1.3070,1.2130,2171,1.7495,0.00,28.88
Kolam Renang,2.49,492.0,ASAM,TIDAK LAYAK,Air Mentah,52929.30,2.6652,31848.90,1.6037,1.4884,2186,1.7616,0.00,28.88
Kolam Renang,2.49,492.0,ASAM,TIDAK LAYAK,Air Mentah,53298.90,2.6839,35500.90,1.7876,1.6591,2171,1.7495,0.00,28.88
Kolam Renang,2.49,492.0,ASAM,TIDAK LAYAK,Air Mentah,53116.50,2.6747,24973.70,1.2575,1.1671,2170,1.7487,0.00,28.88
Kolam Renang,2.49,492.0,ASAM,TIDAK LAYAK,Air Mentah,53292.50,2.6835,30333.40,1.5274,1.4176,2171,1.7495,0.00,28.88
Kolam Renang,2.49,492.0,ASAM,TIDAK LAYAK,Air Mentah,53114.80,2.6746,30310.90,1.5263,1.4165,2171,1.7495,0.00,28.88
Kolam Renang,2.49,492.0,ASAM,TIDAK LAYAK,Air Mentah,52991.60,2.6684,20439.80,1.0292,0.9552,2170,1.7487,0.00,28.88
Kolam Renang,2.49,492.0,ASAM,TIDAK LAYAK,Air Mentah,53313.30,2.6846,14665.70,0.7385,0.6854,2170,1.7487,0.00,28.88
Kolam Renang,2.49,492.0,ASAM,TIDAK LAYAK,Air Mentah,53265.30,2.6822,19628.50,0.9884,0.9173,2171,1.7495,0.00,28.88
Kolam Renang,2.49,492.0,ASAM,TIDAK LAYAK,Air Mentah,53443.00,2.6911,19652.50,0.9896,0.9184,2171,1.7495,0.00,28.88
Kolam Renang,2.49,492.0,ASAM,TIDAK LAYAK,Air Mentah,53162.90,2.6770,20750.20,1.0449,0.9697,2171,1.7495,0.00,28.88
Kolam Renang,2.49,492.0,ASAM,TIDAK LAYAK,Air Mentah,52831.60,2.6603,16549.10,0.8333,0.7734,2170,1.7487,0.00,28.88
Kolam Renang,2.49,492.0,ASAM,TIDAK LAYAK,Air Mentah,52863.60,2.6619,17837.40,0.8982,0.8336,2174,1.7519,0.00,28.88
Kolam Renang,2.49,492.0,ASAM,TIDAK LAYAK,Air Mentah,53049.30,2.6713,15704.20,0.7908,0.7339,2172,1.7503,0.00,28.88
Kolam Renang,2.49,492.0,ASAM,TIDAK LAYAK,Air Mentah,53246.10,2.6812,16008.20,0.8061,0.7481,2171,1.7495,0.00,28.88
Kolam Renang,2.49,492.0,ASAM,TIDAK LAYAK,Air Mentah,53058.90,2.6718,17296.50,0.8710,0.8083,2171,1.7495,0.00,28.88
Kolam Renang,2.49,492.0,ASAM,TIDAK LAYAK,Air Mentah,53058.90,2.6718,18745.00,0.9439,0.8760,2172,1.7503,0.00,28.88
Kolam Renang,2.49,492.0,ASAM,TIDAK LAYAK,Air Mentah,53073.30,2.6725,25016.90,1.2597,1.1691,2172,1.7503,0.00,28.88
Kolam Renang,2.49,492.0,ASAM,TIDAK LAYAK,Air Mentah,53106.90,2.6742,15139.20,0.7623,0.7075,2176,1.7536,0.00,28.88
Kolam Renang,2.49,492.0,ASAM,TIDAK LAYAK,Air Mentah,53126.10,2.6752,14594.90,0.7349,0.6821,2172,1.7503,0.00,28.88
Kolam Renang,2.49,492.0,ASAM,TIDAK LAYAK,Air Mentah,53162.90,2.6770,23965.50,1.2068,1.1200,2172,1.7503,0.00,28.88
Kolam Renang,2.49,492.0,ASAM,TIDAK LAYAK,Air Mentah,52998.10,2.6687,26452.60,1.3320,1.2362,2172,1.7503,0.00,28.88
