nama_sample,ph_label,ppm_label,status_air,kelayakan,jenis_air,raw_ph,volt_ph,raw_tds,volt_tds,comp_volt_tds,raw_turb,volt_turb,ntu_sensor,suhu
Cucian Beras,5.79,244.0,ASAM,TIDAK LAYAK,Keruh/Organik,55616.20,2.8005,15318.40,0.7714,0.7109,1987,1.6012,8.36,29.25
Cucian Beras,5.79,244.0,ASAM,TIDAK LAYAK,Keruh/Organik,55657.80,2.8026,15948.90,0.8031,0.7402,1975,1.5916,8.97,29.25
Cucian Beras,5.79,244.0,ASAM,TIDAK LAYAK,Keruh/Organik,55600.20,2.7997,14908.80,0.7507,0.6927,1957,1.5771,9.90,29.19
Cucian Beras,5.79,244.0,ASAM,TIDAK LAYAK,Keruh/Organik,55513.80,2.7954,17411.60,0.8768,0.8081,1985,1.5996,8.46,29.25
Cucian Beras,5.79,244.0,ASAM,TIDAK LAYAK,Keruh/Organik,55741.20,2.8068,14143.80,0.7122,0.6564,1964,1.5827,9.54,29.25
Cucian Beras,5.79,244.0,ASAM,TIDAK LAYAK,Keruh/Organik,55677.00,2.8036,14765.00,0.7435,0.6852,1926,1.5521,11.49,29.25
Cucian Beras,5.79,244.0,ASAM,TIDAK LAYAK,Keruh/Organik,55742.60,2.8069,17815.20,0.8971,0.8268,1909,1.5384,12.36,29.25
Cucian Beras,5.79,244.0,ASAM,TIDAK LAYAK,Keruh/Organik,55768.30,2.8082,15289.50,0.7699,0.7096,1948,1.5698,10.36,29.25
Cucian Beras,5.79,244.0,ASAM,TIDAK LAYAK,Keruh/Organik,55523.40,2.7959,13521.10,0.6809,0.6275,1979,1.5948,8.77,29.25
Cucian Beras,5.79,244.0,ASAM,TIDAK LAYAK,Keruh/Organik,55769.90,2.8083,16750.90,0.8435,0.7774,1976,1.5924,8.92,29.25
Cucian Beras,5.79,244.0,ASAM,TIDAK LAYAK,Keruh/Organik,55689.80,2.8042,13745.20,0.6921,0.6379,1948,1.5698,10.36,29.25
Cucian Beras,5.79,244.0,ASAM,TIDAK LAYAK,Keruh/Organik,55669.00,2.8032,15380.80,0.7745,0.7138,1945,1.5674,10.51,29.25
Cucian Beras,5.79,244.0,ASAM,TIDAK LAYAK,Keruh/Organik,55605.00,2.8000,17078.80,0.8600,0.7926,1925,1.5513,11.54,29.25
Cucian Beras,5.79,244.0,ASAM,TIDAK LAYAK,Keruh/Organik,55446.60,2.7920,13462.00,0.6779,0.6248,1920,1.5473,11.79,29.25
Cucian Beras,5.79,244.0,ASAM,TIDAK LAYAK,Keruh/Organik,55261.00,2.7827,15116.80,0.7612,0.7016,1944,1.5666,10.56,29.25
Cucian Beras,5.79,244.0,ASAM,TIDAK LAYAK,Keruh/Organik,55590.60,2.7993,17407.10,0.8765,0.8079,1943,1.5658,10.62,29.25
Cucian Beras,5.79,244.0,ASAM,TIDAK LAYAK,Keruh/Organik,55189.00,2.7790,15137.50,0.7622,0.7025,1950,1.5714,10.26,29.25
Cucian Beras,5.79,244.0,ASAM,TIDAK LAYAK,Keruh/Organik,55049.80,2.7720,13362.80,0.6729,0.6202,1959,1.5787,9.79,29.25
Cucian Beras,5.79,244.0,ASAM,TIDAK LAYAK,Keruh/Organik,55475.40,2.7935,17304.50,0.8714,0.8031,1966,1.5843,9.44,29.25
Cucian Beras,5.79,244.0,ASAM,TIDAK LAYAK,Keruh/Organik,55430.60,2.7912,13644.50,0.6871,0.6332,1972,1.5892,9.13,29.25
Cucian Beras,5.79,244.0,ASAM,TIDAK LAYAK,Keruh/Organik,55803.40,2.8100,16264.40,0.8190,0.7548,1981,1.5964,8.67,29.25
Cucian Beras,5.79,244.0,ASAM,TIDAK LAYAK,Keruh/Organik,55685.00,2.8040,15846.60,0.7980,0.7354,1979,1.5948,8.77,29.25
Cucian Beras,5.79,244.0,ASAM,TIDAK LAYAK,Keruh/Organik,55353.80,2.7873,13422.10,0.6759,0.6236,1981,1.5964,8.67,29.19
Cucian Beras,5.79,244.0,ASAM,TIDAK LAYAK,Keruh/Organik,55683.40,2.8039,16157.10,0.8136,0.7498,1984,1.5988,8.51,29.25
Cucian Beras,5.79,244.0,ASAM,TIDAK LAYAK,Keruh/Organik,55608.20,2.8001,16699.40,0.8409,0.7750,1958,1.5779,9.85,29.25
Cucian Beras,5.79,244.0,ASAM,TIDAK LAYAK,Keruh/Organik,55640.20,2.8017,14494.10,0.7298,0.6727,1948,1.5698,10.36,29.25
Cucian Beras,5.79,244.0,ASAM,TIDAK LAYAK,Keruh/Organik,55629.00,2.8012,13548.60,0.6822,0.6288,1937,1.5610,10.92,29.25
Cucian Beras,5.79,244.0,ASAM,TIDAK LAYAK,Keruh/Organik,55190.60,2.7791,15907.50,0.8010,0.7383,1935,1.5593,11.03,29.25
Cucian Beras,5.79,244.0,ASAM,TIDAK LAYAK,Keruh/Organik,55693.00,2.8044,13862.20,0.6980,0.6433,1940,1.5634,10.77,29.25
Cucian Beras,5.79,244.0,ASAM,TIDAK LAYAK,Keruh/Organik,55489.80,2.7942,16361.80,0.8239,0.7593,1938,1.5618,10.87,29.25
Cucian Beras,5.79,244.0,ASAM,TIDAK LAYAK,Keruh/Organik,55317.00,2.7855,16697.70,0.8408,0.7758,1927,1.5529,11.44,29.19
Cucian Beras,5.79,244.0,ASAM,TIDAK LAYAK,Keruh/Organik,55542.60,2.7968,13154.70,0.6624,0.6105,1911,1.5400,12.26,29.25
Cucian Beras,5.79,244.0,ASAM,TIDAK LAYAK,Keruh/Organik,55541.00,2.7968,13463.60,0.6780,0.6248,1910,1.5392,12.31,29.25
Cucian Beras,5.79,244.0,ASAM,TIDAK LAYAK,Keruh/Organik,55763.40,2.8080,17234.00,0.8678,0.7998,1906,1.5360,12.51,29.25
Cucian Beras,5.79,244.0,ASAM,TIDAK LAYAK,Keruh/Organik,55512.20,2.7953,16014.50,0.8064,0.7432,1905,1.5352,12.56,29.25
Cucian Beras,5.79,244.0,ASAM,TIDAK LAYAK,Keruh/Organik,55557.00,2.7976,14670.30,0.7387,0.6816,1924,1.5505,11.59,29.19
Cucian Beras,5.79,244.0,ASAM,TIDAK LAYAK,Keruh/Organik,55598.60,2.7997,17259.80,0.8691,0.8010,1920,1.5473,11.79,29.25
Cucian Beras,5.79,244.0,ASAM,TIDAK LAYAK,Keruh/Organik,55593.80,2.7994,15553.60,0.7832,0.7218,1946,1.5682,10.46,29.25
KeranCuka 1,6.28,254.0,ASAM,TIDAK LAYAK,Tercemar Asam (Cuka),55155.40,2.7773,15473.70,0.7792,0.7248,2120,1.7084,1.54,28.75
KeranCuka 1,6.28,254.0,ASAM,TIDAK LAYAK,Tercemar Asam (Cuka),55795.40,2.8096,14471.90,0.7287,0.6779,2124,1.7116,1.33,28.75
KeranCuka 1,6.28,254.0,ASAM,TIDAK LAYAK,Tercemar Asam (Cuka),55237.00,2.7814,16274.10,0.8195,0.7614,2122,1.7100,1.44,28.81
KeranCuka 1,6.28,254.0,ASAM,TIDAK LAYAK,Tercemar Asam (Cuka),55329.80,2.7861,15507.30,0.7809,0.7255,2124,1.7116,1.33,28.81
KeranCuka 1,6.28,254.0,ASAM,TIDAK LAYAK,Tercemar Asam (Cuka),55571.40,2.7983,13074.70,0.6584,0.6117,2123,1.7108,1.38,28.81
KeranCuka 1,6.28,254.0,ASAM,TIDAK LAYAK,Tercemar Asam (Cuka),55115.40,2.7753,14553.50,0.7328,0.6809,2124,1.7116,1.33,28.81
KeranCuka 1,6.28,254.0,ASAM,TIDAK LAYAK,Tercemar Asam (Cuka),55569.80,2.7982,17006.90,0.8564,0.7957,2123,1.7108,1.38,28.81
KeranCuka 1,6.28,254.0,ASAM,TIDAK LAYAK,Tercemar Asam (Cuka),55456.20,2.7925,12972.10,0.6532,0.6069,2124,1.7116,1.33,28.81
KeranCuka 1,6.28,254.0,ASAM,TIDAK LAYAK,Tercemar Asam (Cuka),55517.00,2.7955,15192.00,0.7650,0.7108,2109,1.6996,2.10,28.81
KeranCuka 1,6.28,254.0,ASAM,TIDAK LAYAK,Tercemar Asam (Cuka),55272.20,2.7832,17687.10,0.8906,0.8275,2124,1.7116,1.33,28.81
KeranCuka 1,6.28,254.0,ASAM,TIDAK LAYAK,Tercemar Asam (Cuka),55179.40,2.7785,14660.60,0.7382,0.6859,2124,1.7116,1.33,28.81
KeranCuka 1,6.28,254.0,ASAM,TIDAK LAYAK,Tercemar Asam (Cuka),55169.80,2.7781,13265.10,0.6680,0.6206,2125,1.7125,1.28,28.81
KeranCuka 1,6.28,254.0,ASAM,TIDAK LAYAK,Tercemar Asam (Cuka),55453.00,2.7923,16987.70,0.8554,0.7948,2121,1.7092,1.49,28.81
KeranCuka 1,6.28,254.0,ASAM,TIDAK LAYAK,Tercemar Asam (Cuka),55395.40,2.7894,15992.30,0.8053,0.7482,2125,1.7125,1.28,28.81
KeranCuka 1,6.28,254.0,ASAM,TIDAK LAYAK,Tercemar Asam (Cuka),55294.60,2.7843,14164.70,0.7133,0.6627,2125,1.7125,1.28,28.81
KeranCuka 1,6.28,254.0,ASAM,TIDAK LAYAK,Tercemar Asam (Cuka),54971.40,2.7681,17437.30,0.8781,0.8158,2122,1.7100,1.44,28.81
KeranCuka 1,6.28,254.0,ASAM,TIDAK LAYAK,Tercemar Asam (Cuka),55464.20,2.7929,15701.00,0.7906,0.7346,2124,1.7116,1.33,28.81
KeranCuka 1,6.28,254.0,ASAM,TIDAK LAYAK,Tercemar Asam (Cuka),55291.40,2.7842,14351.90,0.7227,0.6715,2120,1.7084,1.54,28.81
KeranCuka 1,6.28,254.0,ASAM,TIDAK LAYAK,Tercemar Asam (Cuka),55525.00,2.7959,15763.50,0.7938,0.7375,2122,1.7100,1.44,28.81
KeranCuka 1,6.28,254.0,ASAM,TIDAK LAYAK,Tercemar Asam (Cuka),55269.00,2.7831,15376.00,0.7743,0.7194,2121,1.7092,1.49,28.81
KeranCuka 1,6.28,254.0,ASAM,TIDAK LAYAK,Tercemar Asam (Cuka),55392.20,2.7893,13290.70,0.6693,0.6218,2149,1.7318,0.05,28.81
KeranCuka 1,6.28,254.0,ASAM,TIDAK LAYAK,Tercemar Asam (Cuka),54865.80,2.7628,13593.20,0.6845,0.6360,2124,1.7116,1.33,28.81
KeranCuka 1,6.28,254.0,ASAM,TIDAK LAYAK,Tercemar Asam (Cuka),55256.20,2.7824,17400.70,0.8762,0.8141,2121,1.7092,1.49,28.81
KeranCuka 1,6.28,254.0,ASAM,TIDAK LAYAK,Tercemar Asam (Cuka),55213.00,2.7802,14550.30,0.7327,0.6808,2125,1.7125,1.28,28.81
KeranCuka 1,6.28,254.0,ASAM,TIDAK LAYAK,Tercemar Asam (Cuka),55049.80,2.7720,16371.60,0.8244,0.7660,2126,1.7133,1.23,28.81
KeranCuka 1,6.28,254.0,ASAM,TIDAK LAYAK,Tercemar Asam (Cuka),55320.20,2.7856,17812.00,0.8969,0.8334,2122,1.7100,1.44,28.81
KeranCuka 1,6.28,254.0,ASAM,TIDAK LAYAK,Tercemar Asam (Cuka),55081.80,2.7736,14281.40,0.7191,0.6682,2123,1.7108,1.38,28.81
KeranCuka 1,6.28,254.0,ASAM,TIDAK LAYAK,Tercemar Asam (Cuka),55550.60,2.7972,13186.50,0.6640,0.6170,2124,1.7116,1.33,28.81
KeranCuka 1,6.28,254.0,ASAM,TIDAK LAYAK,Tercemar Asam (Cuka),55526.60,2.7960,16816.50,0.8468,0.7868,2122,1.7100,1.44,28.81
KeranCuka 1,6.28,254.0,ASAM,TIDAK LAYAK,Tercemar Asam (Cuka),55488.20,2.7941,15790.70,0.7951,0.7388,2122,1.7100,1.44,28.81
KeranCuka 1,6.28,254.0,ASAM,TIDAK LAYAK,Tercemar Asam (Cuka),55189.00,2.7790,13956.60,0.7028,0.6530,2125,1.7125,1.28,28.81
KeranCuka 1,6.28,254.0,ASAM,TIDAK LAYAK,Tercemar Asam (Cuka),54846.60,2.7618,15280.10,0.7694,0.7149,2122,1.7100,1.44,28.81
KeranCuka 1,6.28,254.0,ASAM,TIDAK LAYAK,Tercemar Asam (Cuka),55193.80,2.7793,14835.30,0.7470,0.6941,2125,1.7125,1.28,28.81
KeranCuka 1,6.28,254.0,ASAM,TIDAK LAYAK,Tercemar Asam (Cuka),55496.30,2.7945,13172.30,0.6633,0.6163,2124,1.7116,1.33,28.81
KeranCuka 1,6.28,254.0,ASAM,TIDAK LAYAK,Tercemar Asam (Cuka),55061.00,2.7726,16741.30,0.8430,0.7833,2122,1.7100,1.44,28.81
KeranCuka 1,6.28,254.0,ASAM,TIDAK LAYAK,Tercemar Asam (Cuka),55344.20,2.7868,15883.20,0.7998,0.7431,2130,1.7165,1.03,28.81
KeranCuka 1,6.28,254.0,ASAM,TIDAK LAYAK,Tercemar Asam (Cuka),55171.40,2.7781,14251.10,0.7176,0.6668,2127,1.7141,1.18,28.81
KeranCuka 1,6.28,254.0,ASAM,TIDAK LAYAK,Tercemar Asam (Cuka),55600.20,2.7997,16150.70,0.8133,0.7556,2124,1.7116,1.33,28.81
KeranCuka 1,6.28,254.0,ASAM,TIDAK LAYAK,Tercemar Asam (Cuka),55277.00,2.7835,15572.90,0.7842,0.7286,2125,1.7125,1.28,28.81
KeranCuka 1,6.28,254.0,ASAM,TIDAK LAYAK,Tercemar Asam (Cuka),55384.20,2.7889,12938.60,0.6515,0.6054,2123,1.7108,1.38,28.81
KeranCuka 1,6.28,254.0,ASAM,TIDAK LAYAK,Tercemar Asam (Cuka),55473.80,2.7934,15830.60,0.7971,0.7407,2124,1.7116,1.33,28.81
KeranCuka 1,6.28,254.0,ASAM,TIDAK LAYAK,Tercemar Asam (Cuka),55349.00,2.7871,14524.60,0.7314,0.6796,2123,1.7108,1.38,28.81
KeranCuka 1,6.28,254.0,ASAM,TIDAK LAYAK,Tercemar Asam (Cuka),55448.20,2.7921,13658.80,0.6878,0.6391,2124,1.7116,1.33,28.81
KeranCuka 1,6.28,254.0,ASAM,TIDAK LAYAK,Tercemar Asam (Cuka),55357.00,2.7875,16053.20,0.8084,0.7511,2124,1.7116,1.33,28.81
KeranCuka 1,6.28,254.0,ASAM,TIDAK LAYAK,Tercemar Asam (Cuka),55597.00,2.7996,16019.60,0.8067,0.7495,2124,1.7116,1.33,28.81
KeranCuka 1,6.28,254.0,ASAM,TIDAK LAYAK,Tercemar Asam (Cuka),55240.20,2.7816,13144.90,0.6619,0.6150,2123,1.7108,1.38,28.81
KeranCuka 1,6.28,254.0,ASAM,TIDAK LAYAK,Tercemar Asam (Cuka),55862.60,2.8129,15445.10,0.7777,0.7226,2124,1.7116,1.33,28.81
KeranCuka 1,6.28,254.0,ASAM,TIDAK LAYAK,Tercemar Asam (Cuka),55656.20,2.8026,17639.10,0.8882,0.8253,2120,1.7084,1.54,28.81
KeranCuka 1,6.28,254.0,ASAM,TIDAK LAYAK,Tercemar Asam (Cuka),55265.80,2.7829,13654.00,0.6875,0.6388,2125,1.7125,1.28,28.81
KeranCuka 1,6.28,254.0,ASAM,TIDAK LAYAK,Tercemar Asam (Cuka),55726.60,2.8061,15744.30,0.7928,0.7366,2123,1.7108,1.38,28.81
KeranCuka 1,6.28,254.0,ASAM,TIDAK LAYAK,Tercemar Asam (Cuka),55569.80,2.7982,17472.70,0.8798,0.8175,2125,1.7125,1.28,28.81
KeranCuka 1,6.28,254.0,ASAM,TIDAK LAYAK,Tercemar Asam (Cuka),55203.40,2.7798,15313.60,0.7711,0.7165,2147,1.7302,0.15,28.81
KeranCuka 1,6.28,254.0,ASAM,TIDAK LAYAK,Tercemar Asam (Cuka),55685.00,2.8040,12994.70,0.6543,0.6080,2122,1.7100,1.44,28.81
KeranCuka 1,6.28,254.0,ASAM,TIDAK LAYAK,Tercemar Asam (Cuka),55381.00,2.7887,16321.80,0.8219,0.7637,2123,1.7108,1.38,28.81
KeranCuka 1,6.28,254.0,ASAM,TIDAK LAYAK,Tercemar Asam (Cuka),55150.60,2.7771,15777.80,0.7945,0.7382,2123,1.7108,1.38,28.81
KeranCuka 1,6.28,254.0,ASAM,TIDAK LAYAK,Tercemar Asam (Cuka),55241.80,2.7817,13598.10,0.6847,0.6362,2124,1.7116,1.33,28.81
KeranCuka 1,6.28,254.0,ASAM,TIDAK LAYAK,Tercemar Asam (Cuka),55424.20,2.7909,15198.40,0.7653,0.7111,2124,1.7116,1.33,28.81
KeranCuka 1,6.28,254.0,ASAM,TIDAK LAYAK,Tercemar Asam (Cuka),55376.20,2.7885,12812.10,0.6452,0.5994,2135,1.7205,0.77,28.81
KeranCuka 1,6.28,254.0,ASAM,TIDAK LAYAK,Tercemar Asam (Cuka),55433.80,2.7914,15433.70,0.7772,0.7221,2124,1.7116,1.33,28.81
KeranCuka 1,6.28,254.0,ASAM,TIDAK LAYAK,Tercemar Asam (Cuka),55273.80,2.7833,17008.40,0.8565,0.7958,2125,1.7125,1.28,28.81
KeranCuka 1,6.28,254.0,ASAM,TIDAK LAYAK,Tercemar Asam (Cuka),55281.80,2.7837,14644.60,0.7374,0.6852,2122,1.7100,1.44,28.81
KeranCuka 1,6.28,254.0,ASAM,TIDAK LAYAK,Tercemar Asam (Cuka),54913.80,2.7652,13288.90,0.6692,0.6218,2129,1.7157,1.08,28.81
KeranCuka 1,6.28,254.0,ASAM,TIDAK LAYAK,Tercemar Asam (Cuka),55336.20,2.7864,17197.40,0.8660,0.8046,2123,1.7108,1.38,28.81
KeranCuka 1,6.28,254.0,ASAM,TIDAK LAYAK,Tercemar Asam (Cuka),55192.20,2.7792,14998.30,0.7552,0.7017,2123,1.7108,1.38,28.81
KeranCuka 1,6.28,254.0,ASAM,TIDAK LAYAK,Tercemar Asam (Cuka),55313.80,2.7853,12964.30,0.6528,0.6066,2128,1.7149,1.13,28.81
KeranCuka 1,6.28,254.0,ASAM,TIDAK LAYAK,Tercemar Asam (Cuka),55248.20,2.7820,15909.20,0.8011,0.7443,2118,1.7068,1.64,28.81
KeranCuka 1,6.28,254.0,ASAM,TIDAK LAYAK,Tercemar Asam (Cuka),55427.50,2.7910,13308.30,0.6701,0.6227,2124,1.7116,1.33,28.81
KeranCuka 1,6.28,254.0,ASAM,TIDAK LAYAK,Tercemar Asam (Cuka),55275.40,2.7834,15832.10,0.7972,0.7407,2120,1.7084,1.54,28.81
KeranCuka 1,6.28,254.0,ASAM,TIDAK LAYAK,Tercemar Asam (Cuka),55208.20,2.7800,16406.80,0.8262,0.7676,2124,1.7116,1.33,28.81
KeranCuka 1,6.28,254.0,ASAM,TIDAK LAYAK,Tercemar Asam (Cuka),55417.80,2.7906,12839.30,0.6465,0.6007,2121,1.7092,1.49,28.81
KeranCuka 1,6.28,254.0,ASAM,TIDAK LAYAK,Tercemar Asam (Cuka),55142.60,2.7767,15357.00,0.7733,0.7185,2123,1.7108,1.38,28.81
KeranCuka 1,6.28,254.0,ASAM,TIDAK LAYAK,Tercemar Asam (Cuka),55211.40,2.7802,17008.40,0.8565,0.7958,2121,1.7092,1.49,28.81
KeranCuka 1,6.28,254.0,ASAM,TIDAK LAYAK,Tercemar Asam (Cuka),55166.60,2.7779,14558.30,0.7331,0.6811,2123,1.7108,1.38,28.81
KeranCuka 1,6.28,254.0,ASAM,TIDAK LAYAK,Tercemar Asam (Cuka),55446.60,2.7920,16018.00,0.8066,0.7494,2128,1.7149,1.13,28.81
KeranCuka 1,6.28,254.0,ASAM,TIDAK LAYAK,Tercemar Asam (Cuka),55486.60,2.7940,15318.50,0.7714,0.7167,2123,1.7108,1.38,28.81
KeranCuka 1,6.28,254.0,ASAM,TIDAK LAYAK,Tercemar Asam (Cuka),55414.60,2.7904,13540.30,0.6818,0.6335,2124,1.7116,1.33,28.81
KeranCuka 1,6.28,254.0,ASAM,TIDAK LAYAK,Tercemar Asam (Cuka),55437.00,2.7915,16085.20,0.8100,0.7526,2124,1.7116,1.33,28.81
KeranCuka 1,6.28,254.0,ASAM,TIDAK LAYAK,Tercemar Asam (Cuka),55157.00,2.7774,15843.60,0.7978,0.7413,2121,1.7092,1.49,28.81
KeranCuka 1,6.28,254.0,ASAM,TIDAK LAYAK,Tercemar Asam (Cuka),55649.80,2.8022,13167.50,0.6630,0.6161,2124,1.7116,1.33,28.81
KeranCuka 1,6.28,254.0,ASAM,TIDAK LAYAK,Tercemar Asam (Cuka),55104.20,2.7748,15965.10,0.8039,0.7470,2124,1.7116,1.33,28.81
KeranCuka 1,6.28,254.0,ASAM,TIDAK LAYAK,Tercemar Asam (Cuka),55209.80,2.7801,16416.30,0.8266,0.7681,2123,1.7108,1.38,28.81
KeranCuka 1,6.28,254.0,ASAM,TIDAK LAYAK,Tercemar Asam (Cuka),55208.20,2.7800,12965.60,0.6529,0.6066,2108,1.6988,2.15,28.81
KeranCuka 1,6.28,254.0,ASAM,TIDAK LAYAK,Tercemar Asam (Cuka),55569.80,2.7982,15422.50,0.7766,0.7216,2124,1.7116,1.33,28.81
KeranCuka 1,6.28,254.0,ASAM,TIDAK LAYAK,Tercemar Asam (Cuka),55312.20,2.7852,14830.20,0.7468,0.6939,2123,1.7108,1.38,28.81
KeranCuka 1,6.28,254.0,ASAM,TIDAK LAYAK,Tercemar Asam (Cuka),55297.80,2.7845,13428.20,0.6762,0.6283,2125,1.7125,1.28,28.81
KeranCuka 1,6.28,254.0,ASAM,TIDAK LAYAK,Tercemar Asam (Cuka),55195.40,2.7794,14913.70,0.7510,0.6978,2110,1.7004,2.05,28.81
KeranCuka 1,6.28,254.0,ASAM,TIDAK LAYAK,Tercemar Asam (Cuka),55397.00,2.7895,17120.70,0.8621,0.8010,2139,1.7237,0.56,28.81
KeranCuka 1,6.28,254.0,ASAM,TIDAK LAYAK,Tercemar Asam (Cuka),55433.80,2.7914,13570.70,0.6833,0.6349,2124,1.7116,1.33,28.81
KeranCuka 1,6.28,254.0,ASAM,TIDAK LAYAK,Tercemar Asam (Cuka),55049.80,2.7720,13378.70,0.6737,0.6260,2123,1.7108,1.38,28.81
KeranCuka 1,6.28,254.0,ASAM,TIDAK LAYAK,Tercemar Asam (Cuka),55315.40,2.7854,16520.20,0.8319,0.7729,2123,1.7108,1.38,28.81
KeranCuka 1,6.28,254.0,ASAM,TIDAK LAYAK,Tercemar Asam (Cuka),55437.00,2.7915,13851.10,0.6975,0.6481,2124,1.7116,1.33,28.81
KeranCuka 1,6.28,254.0,ASAM,TIDAK LAYAK,Tercemar Asam (Cuka),55510.60,2.7952,15593.90,0.7852,0.7296,2125,1.7125,1.28,28.81
KeranCuka 1,6.28,254.0,ASAM,TIDAK LAYAK,Tercemar Asam (Cuka),55022.60,2.7707,17323.90,0.8723,0.8105,2143,1.7270,0.36,28.81
KeranCuka 1,6.28,254.0,ASAM,TIDAK LAYAK,Tercemar Asam (Cuka),55408.20,2.7901,14628.70,0.7366,0.6844,2121,1.7092,1.49,28.81
KeranCuka 1,6.28,254.0,ASAM,TIDAK LAYAK,Tercemar Asam (Cuka),55795.40,2.8096,13204.10,0.6649,0.6178,2125,1.7125,1.28,28.81
KeranCuka 1,6.28,254.0,ASAM,TIDAK LAYAK,Tercemar Asam (Cuka),55355.40,2.7874,17003.70,0.8562,0.7956,2123,1.7108,1.38,28.81
KeranCuka 1,6.28,254.0,ASAM,TIDAK LAYAK,Tercemar Asam (Cuka),55534.60,2.7964,15065.60,0.7586,0.7049,2120,1.7084,1.54,28.81
KeranCuka 1,6.28,254.0,ASAM,TIDAK LAYAK,Tercemar Asam (Cuka),55248.20,2.7820,13625.30,0.6861,0.6375,2124,1.7116,1.33,28.81
KeranCuka 1,6.28,254.0,ASAM,TIDAK LAYAK,Tercemar Asam (Cuka),55558.60,2.7976,16742.80,0.8431,0.7833,2125,1.7125,1.28,28.81
KeranCuka 1,6.28,254.0,ASAM,TIDAK LAYAK,Tercemar Asam (Cuka),55672.20,2.8034,12903.30,0.6497,0.6037,2121,1.7092,1.49,28.81
KeranCuka 1,6.28,254.0,ASAM,TIDAK LAYAK,Tercemar Asam (Cuka),55315.40,2.7854,15851.50,0.7982,0.7416,2127,1.7141,1.18,28.81
KeranCuka 1,6.28,254.0,ASAM,TIDAK LAYAK,Tercemar Asam (Cuka),55643.40,2.8019,16418.00,0.8267,0.7682,2120,1.7084,1.54,28.81
KeranCuka 1,6.28,254.0,ASAM,TIDAK LAYAK,Tercemar Asam (Cuka),55257.80,2.7825,13025.00,0.6559,0.6094,2125,1.7125,1.28,28.81
KeranCuka 1,6.28,254.0,ASAM,TIDAK LAYAK,Tercemar Asam (Cuka),55424.20,2.7909,15758.70,0.7935,0.7373,2122,1.7100,1.44,28.81
KeranCuka 1,6.28,254.0,ASAM,TIDAK LAYAK,Tercemar Asam (Cuka),55342.60,2.7868,16298.00,0.8207,0.7625,2125,1.7125,1.28,28.81
KeranCuka 1,6.28,254.0,ASAM,TIDAK LAYAK,Tercemar Asam (Cuka),55112.20,2.7752,13255.40,0.6675,0.6202,2122,1.7100,1.44,28.81
KeranCuka 1,6.28,254.0,ASAM,TIDAK LAYAK,Tercemar Asam (Cuka),55307.40,2.7850,15574.70,0.7843,0.7287,2122,1.7100,1.44,28.81
KeranCuka 1,6.28,254.0,ASAM,TIDAK LAYAK,Tercemar Asam (Cuka),55043.40,2.7717,15120.00,0.7614,0.7074,2121,1.7092,1.49,28.81
KeranCuka 1,6.28,254.0,ASAM,TIDAK LAYAK,Tercemar Asam (Cuka),55609.80,2.8002,14145.50,0.7123,0.6618,2124,1.7116,1.33,28.81
KeranCuka 1,6.28,254.0,ASAM,TIDAK LAYAK,Tercemar Asam (Cuka),55216.20,2.7804,14995.30,0.7551,0.7016,2125,1.7125,1.28,28.81
KeranCuka 1,6.28,254.0,ASAM,TIDAK LAYAK,Tercemar Asam (Cuka),55393.80,2.7893,14651.00,0.7377,0.6855,2138,1.7229,0.62,28.81
KeranCuka 1,6.28,254.0,ASAM,TIDAK LAYAK,Tercemar Asam (Cuka),55438.60,2.7916,14033.30,0.7066,0.6566,2123,1.7108,1.38,28.81
KeranCuka 1,6.28,254.0,ASAM,TIDAK LAYAK,Tercemar Asam (Cuka),55505.80,2.7950,15396.90,0.7753,0.7204,2125,1.7125,1.28,28.81
KeranCuka 1,6.28,254.0,ASAM,TIDAK LAYAK,Tercemar Asam (Cuka),54901.00,2.7645,15422.50,0.7766,0.7216,2124,1.7116,1.33,28.81
KeranCuka 1,6.28,254.0,ASAM,TIDAK LAYAK,Tercemar Asam (Cuka),55547.40,2.7971,13993.30,0.7046,0.6547,2123,1.7108,1.38,28.81
KeranCuka 1,6.28,254.0,ASAM,TIDAK LAYAK,Tercemar Asam (Cuka),55537.80,2.7966,16918.80,0.8519,0.7916,2125,1.7125,1.28,28.81
KeranCuka 1,6.28,254.0,ASAM,TIDAK LAYAK,Tercemar Asam (Cuka),55187.40,2.7789,13309.70,0.6702,0.6227,2123,1.7108,1.38,28.81
KeranCuka 1,6.28,254.0,ASAM,TIDAK LAYAK,Tercemar Asam (Cuka),55451.40,2.7922,14356.60,0.7229,0.6717,2125,1.7125,1.28,28.81
KeranCuka 1,6.28,254.0,ASAM,TIDAK LAYAK,Tercemar Asam (Cuka),55288.20,2.7840,16885.40,0.8503,0.7900,2123,1.7108,1.38,28.81
KeranCuka 1,6.28,254.0,ASAM,TIDAK LAYAK,Tercemar Asam (Cuka),55289.80,2.7841,13261.80,0.6678,0.6205,2123,1.7108,1.38,28.81
KeranCuka 1,6.28,254.0,ASAM,TIDAK LAYAK,Tercemar Asam (Cuka),55353.80,2.7873,14446.20,0.7274,0.6759,2126,1.7133,1.23,28.81
KeranCuka 1,6.28,254.0,ASAM,TIDAK LAYAK,Tercemar Asam (Cuka),55416.20,2.7905,16762.20,0.8441,0.7843,2131,1.7173,0.97,28.81
